keyword,organizasyon,spor_dali,musabaka_tipi,lig_seviyesi,prestij_katmani,cinsiyet,kulup_milli,takim_bireysel,cografya,yerlilik,turk_baglantisi,yayin_hakki,periyodiklik,takvim_tipi,sayfa_tipi,intent_katmani,intent_kaynak,entity_tipi,marka_tipi,dil,sorgu_uzunlugu,varyant_kodu,katman,search_volume,competition,competition_index,cpc,low_bid,high_bid,veri_var,2026-07,2026-06,2026-05,2026-04,2026-03,2026-02,2026-01,2025-12,2025-11,2025-10,2025-09,2025-08,2025-07,2025-06,2025-05,2025-04,2025-03,2025-02,2025-01,2024-12,2024-11,2024-10,2024-09,2024-08,2024-07,2024-06,2024-05,2024-04,2024-03,2024-02,2024-01,kurum_sorgusu,oyuncu_dogrulama,faset_notu,mantik_denetim,guncellik
manchester united canlı izle,Süper Lig,Futbol,Lig,1. Seviye,Global Elit,Erkek,Kulüp,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Yok,Yıllık,Sürekli Lig,Canlı İzle,İzleme,İzleme,Takım,Jenerik,Türkçe,Body,tk_izle,Ana Liste,110,LOW,19,,0.04,0.21,evet,30,10,40,70,110,210,170,390,210,40,40,140,40,10,210,320,50,50,170,170,140,110,210,170,50,10,140,210,140,320,480,hayır,,,Geçerli,
manchester united maçı canlı izle,Premier Lig,Futbol,Lig,1. Seviye,Global Elit,Erkek,Kulüp,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Yok,Yıllık,Sürekli Lig,Canlı İzle,İzleme,İzleme,Takım,Jenerik,Türkçe,Long-tail,tk_macizle,Ana Liste,90,LOW,13,,,,evet,30,0,70,50,210,140,140,260,90,40,40,90,10,10,170,170,40,50,170,110,50,90,110,70,20,0,40,90,50,140,210,hayır,,Maç denetimi: organizasyon Süper Lig yerine Premier Lig,Geçerli,
liverpool maçı nerede izlenir,Süper Lig,Futbol,Lig,1. Seviye,Global Elit,Erkek,Kulüp,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Yok,Yıllık,Sürekli Lig,Canlı İzle,İzleme,İzleme,Takım,Jenerik,Türkçe,Body,tk_nerede,Ana Liste,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hayır,,,Geçerli,
liverpool maçı hangi kanalda,Süper Lig,Futbol,Lig,1. Seviye,Global Elit,Erkek,Kulüp,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Yok,Yıllık,Sürekli Lig,Canlı İzle,İzleme,İzleme,Takım,Jenerik,Türkçe,Body,tk_kanal,Ana Liste,6600,LOW,4,0.2,0.05,0.19,evet,260,30,1900,9900,9900,2900,4400,2400,6600,8100,22200,6600,1300,70,1300,1900,9900,6600,8100,12100,8100,3600,4400,1900,170,50,880,5400,6600,5400,6600,hayır,,Tipoloji: Kanal/Yayın ile Canlı İzle aynı izleme sayfasına iner,Geçerli,
liverpool maçı saat kaçta,Premier Lig,Futbol,Lig,1. Seviye,Global Elit,Erkek,Kulüp,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Yok,Yıllık,Sürekli Lig,Takvim/Saat,Maç & Takvim,Bilgi,Takım,Jenerik,Türkçe,Body,tk_saat,Ana Liste,480,LOW,2,,,,evet,20,10,170,390,1900,320,320,260,320,320,1000,260,30,10,110,210,210,320,320,590,320,320,170,170,10,10,140,390,320,390,320,hayır,,Maç denetimi: organizasyon Süper Lig yerine Premier Lig,Geçerli,
liverpool maçı ne zaman,Süper Lig,Futbol,Lig,1. Seviye,Global Elit,Erkek,Kulüp,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Yok,Yıllık,Sürekli Lig,Takvim/Saat,Maç & Takvim,Bilgi,Takım,Jenerik,Türkçe,Body,tk_nezaman,Ana Liste,2400,LOW,1,,,,evet,260,140,1000,2900,12100,2900,1300,1300,1300,1600,5400,1300,480,260,880,1000,1600,1600,1600,2400,1000,720,590,480,140,110,720,1300,1600,1000,1000,hayır,,,Geçerli,
liverpool canlı izle,Süper Lig,Futbol,Lig,1. Seviye,Global Elit,Erkek,Kulüp,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Yok,Yıllık,Sürekli Lig,Canlı İzle,İzleme,İzleme,Takım,Jenerik,Türkçe,Body,tk_izle,Ana Liste,320,LOW,11,,,,evet,10,10,110,260,390,210,390,170,390,720,880,720,90,10,260,720,880,720,720,1000,590,260,260,260,30,10,140,720,590,590,720,hayır,,,Geçerli,
liverpool maçı canlı izle,Premier Lig,Futbol,Lig,1. Seviye,Global Elit,Erkek,Kulüp,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Yok,Yıllık,Sürekli Lig,Canlı İzle,İzleme,İzleme,Takım,Jenerik,Türkçe,Body,tk_macizle,Ana Liste,590,LOW,11,0.16,,,evet,50,10,320,720,1000,590,720,390,480,1000,880,590,140,10,210,590,720,480,320,480,390,260,390,210,30,10,70,720,480,390,590,hayır,,Maç denetimi: organizasyon Süper Lig yerine Premier Lig,Geçerli,
fenerbahçe beko maçı nerede izlenir,Basketbol Süper Ligi,Basketbol,Lig,1. Seviye,Global Elit,Erkek,Kulüp,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Yok,Yıllık,Sürekli Lig,Canlı İzle,İzleme,İzleme,Takım,Jenerik,Türkçe,Long-tail,tk_nerede,Ana Liste,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hayır,,,Geçerli,
fenerbahçe beko maçı hangi kanalda,Basketbol Süper Ligi,Basketbol,Lig,1. Seviye,Global Elit,Erkek,Kulüp,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Yok,Yıllık,Sürekli Lig,Canlı İzle,İzleme,İzleme,Takım,Jenerik,Türkçe,Long-tail,tk_kanal,Ana Liste,8100,LOW,4,0.23,,,evet,320,12100,18100,5400,6600,12100,9900,6600,6600,12100,4400,480,320,18100,60500,12100,6600,9900,5400,5400,9900,8100,2400,210,320,12100,33100,8100,8100,8100,9900,hayır,,Tipoloji: Kanal/Yayın ile Canlı İzle aynı izleme sayfasına iner,Geçerli,
fenerbahçe beko maçı saat kaçta,Basketbol Süper Ligi,Basketbol,Lig,1. Seviye,Global Elit,Erkek,Kulüp,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Yok,Yıllık,Sürekli Lig,Takvim/Saat,Maç & Takvim,Bilgi,Takım,Jenerik,Türkçe,Long-tail,tk_saat,Ana Liste,210,LOW,0,,,,evet,10,140,320,170,260,320,320,170,260,390,50,30,10,170,1000,140,110,110,210,210,320,210,40,10,10,110,590,170,170,170,260,hayır,,,Geçerli,
fenerbahçe beko maçı ne zaman,Basketbol Süper Ligi,Basketbol,Lig,1. Seviye,Global Elit,Erkek,Kulüp,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Yok,Yıllık,Sürekli Lig,Takvim/Saat,Maç & Takvim,Bilgi,Takım,Jenerik,Türkçe,Long-tail,tk_nezaman,Ana Liste,1600,LOW,4,0.17,0.05,0.18,evet,210,1600,3600,1600,1900,2400,2400,1900,1600,1600,480,320,140,2400,4400,1600,1300,1300,1300,1000,1900,1000,320,260,140,720,2900,1300,1300,1000,1600,hayır,,,Geçerli,
fenerbahçe beko canlı izle,Basketbol Süper Ligi,Basketbol,Lig,1. Seviye,Global Elit,Erkek,Kulüp,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Yok,Yıllık,Sürekli Lig,Canlı İzle,İzleme,İzleme,Takım,Jenerik,Türkçe,Body,tk_izle,Ana Liste,2900,LOW,4,,,,evet,20,2900,5400,3600,2900,8100,3600,2400,1900,1900,390,70,90,3600,12100,1000,590,880,880,390,880,880,210,10,10,1000,4400,1300,1300,720,1600,hayır,,,Geçerli,
fenerbahçe beko maçı canlı izle,Basketbol Süper Ligi,Basketbol,Lig,1. Seviye,Global Elit,Erkek,Kulüp,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Yok,Yıllık,Sürekli Lig,Canlı İzle,İzleme,İzleme,Takım,Jenerik,Türkçe,Long-tail,tk_macizle,Ana Liste,480,LOW,5,,,,evet,10,480,1000,590,480,1000,880,320,480,590,70,10,10,720,2400,170,110,140,170,90,140,170,30,10,10,210,1000,170,320,170,320,hayır,,,Geçerli,
anadolu efes maçı nerede izlenir,Basketbol Süper Ligi,Basketbol,Lig,1. Seviye,Global Elit,Erkek,Kulüp,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Yok,Yıllık,Sürekli Lig,Canlı İzle,İzleme,İzleme,Takım,Jenerik,Türkçe,Long-tail,tk_nerede,Ana Liste,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hayır,,,Geçerli,
anadolu efes maçı hangi kanalda,Basketbol Süper Ligi,Basketbol,Lig,1. Seviye,Global Elit,Erkek,Kulüp,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Yok,Yıllık,Sürekli Lig,Canlı İzle,İzleme,İzleme,Takım,Jenerik,Türkçe,Long-tail,tk_kanal,Ana Liste,720,LOW,6,,,,evet,10,320,170,260,590,880,1000,1000,1600,2400,1000,10,10,720,2900,2400,880,590,880,1600,1300,1900,320,20,10,720,590,1600,1300,880,1600,hayır,,Tipoloji: Kanal/Yayın ile Canlı İzle aynı izleme sayfasına iner,Geçerli,
anadolu efes maçı saat kaçta,Basketbol Süper Ligi,Basketbol,Lig,1. Seviye,Global Elit,Erkek,Kulüp,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Yok,Yıllık,Sürekli Lig,Takvim/Saat,Maç & Takvim,Bilgi,Takım,Jenerik,Türkçe,Long-tail,tk_saat,Ana Liste,50,,,,,,evet,0,10,10,30,30,70,70,90,110,140,30,10,0,40,110,110,90,40,70,90,90,90,30,10,0,30,40,70,110,70,210,hayır,,,Geçerli,
anadolu efes maçı ne zaman,Basketbol Süper Ligi,Basketbol,Lig,1. Seviye,Global Elit,Erkek,Kulüp,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Yok,Yıllık,Sürekli Lig,Takvim/Saat,Maç & Takvim,Bilgi,Takım,Jenerik,Türkçe,Long-tail,tk_nezaman,Ana Liste,210,LOW,15,0.1,,,evet,30,110,90,140,170,210,210,320,320,590,210,40,20,210,590,480,320,260,320,390,390,390,140,90,40,140,260,390,480,320,590,hayır,,,Geçerli,
anadolu efes canlı izle,Basketbol Süper Ligi,Basketbol,Lig,1. Seviye,Global Elit,Erkek,Kulüp,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Yok,Yıllık,Sürekli Lig,Canlı İzle,İzleme,İzleme,Takım,Jenerik,Türkçe,Body,tk_izle,Ana Liste,110,LOW,14,,,,evet,10,90,20,50,50,110,140,170,260,390,140,10,10,320,590,480,210,90,110,140,260,260,70,10,10,140,90,390,260,260,480,hayır,,,Geçerli,
anadolu efes maçı canlı izle,Basketbol Süper Ligi,Basketbol,Lig,1. Seviye,Global Elit,Erkek,Kulüp,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Yok,Yıllık,Sürekli Lig,Canlı İzle,İzleme,İzleme,Takım,Jenerik,Türkçe,Long-tail,tk_macizle,Ana Liste,110,LOW,0,,,,evet,10,140,50,70,70,170,140,140,210,260,90,0,10,140,210,210,140,40,70,110,90,110,10,0,10,40,40,260,140,110,140,hayır,,,Geçerli,
beşiktaş basketbol maçı nerede izlenir,Basketbol Süper Ligi,Basketbol,Lig,1. Seviye,Global Elit,Erkek,Kulüp,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Yok,Yıllık,Sürekli Lig,Canlı İzle,İzleme,İzleme,Takım,Jenerik,Türkçe,Long-tail,tk_nerede,Ana Liste,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hayır,,,Geçerli,
beşiktaş basketbol maçı hangi kanalda,Basketbol Süper Ligi,Basketbol,Lig,1. Seviye,Global Elit,Erkek,Kulüp,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Yok,Yıllık,Sürekli Lig,Canlı İzle,İzleme,İzleme,Takım,Jenerik,Türkçe,Long-tail,tk_kanal,Ana Liste,5400,LOW,3,0.41,,,evet,170,8100,3600,9900,2900,3600,8100,9900,5400,6600,1300,320,110,6600,1600,590,1000,2400,1300,1900,1900,1600,390,30,30,170,590,3600,6600,1000,2400,hayır,,Tipoloji: Kanal/Yayın ile Canlı İzle aynı izleme sayfasına iner,Geçerli,
beşiktaş basketbol maçı saat kaçta,Basketbol Süper Ligi,Basketbol,Lig,1. Seviye,Global Elit,Erkek,Kulüp,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Yok,Yıllık,Sürekli Lig,Takvim/Saat,Maç & Takvim,Bilgi,Takım,Jenerik,Türkçe,Long-tail,tk_saat,Ana Liste,110,LOW,11,,,,evet,10,170,90,390,140,140,170,170,90,90,30,10,10,170,30,10,10,30,30,30,20,40,10,10,0,10,10,140,140,30,50,hayır,,,Geçerli,
beşiktaş basketbol maçı ne zaman,Basketbol Süper Ligi,Basketbol,Lig,1. Seviye,Global Elit,Erkek,Kulüp,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Yok,Yıllık,Sürekli Lig,Takvim/Saat,Maç & Takvim,Bilgi,Takım,Jenerik,Türkçe,Long-tail,tk_nezaman,Ana Liste,1900,LOW,5,0.05,0.05,0.17,evet,170,3600,1600,2900,1600,1900,2900,2900,1900,1300,480,320,110,2900,880,390,590,880,720,720,720,720,260,170,70,170,590,1600,1300,590,720,hayır,,,Geçerli,
beşiktaş basketbol canlı izle,Basketbol Süper Ligi,Basketbol,Lig,1. Seviye,Global Elit,Erkek,Kulüp,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Yok,Yıllık,Sürekli Lig,Canlı İzle,İzleme,İzleme,Takım,Jenerik,Türkçe,Body,tk_izle,Ana Liste,140,LOW,0,,,,evet,10,590,140,140,70,110,210,260,170,140,30,10,10,590,90,10,10,110,10,20,50,70,30,0,10,10,30,110,260,30,70,hayır,,,Geçerli,
beşiktaş basketbol maçı canlı izle,Basketbol Süper Ligi,Basketbol,Lig,1. Seviye,Global Elit,Erkek,Kulüp,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Yok,Yıllık,Sürekli Lig,Canlı İzle,İzleme,İzleme,Takım,Jenerik,Türkçe,Long-tail,tk_macizle,Ana Liste,720,LOW,2,,,,evet,20,1900,1600,880,590,390,880,1000,880,720,210,30,20,1900,260,50,110,260,170,170,260,390,110,10,10,110,210,1000,1300,390,480,hayır,,,Geçerli,
vakıfbank maçı nerede izlenir,Sultanlar Ligi,Voleybol,Lig,1. Seviye,Global Elit,Erkek,Kulüp,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Yok,Yıllık,Sürekli Lig,Canlı İzle,İzleme,İzleme,Takım,Jenerik,Türkçe,Body,tk_nerede,Ana Liste,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hayır,,,Geçerli,
vakıfbank maçı hangi kanalda,Sultanlar Ligi,Voleybol,Lig,1. Seviye,Global Elit,Erkek,Kulüp,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Yok,Yıllık,Sürekli Lig,Canlı İzle,İzleme,İzleme,Takım,Jenerik,Türkçe,Body,tk_kanal,Ana Liste,320,LOW,0,,,,evet,10,10,880,320,880,480,880,170,260,260,90,10,10,10,3600,140,260,140,390,210,880,170,70,10,10,10,10,90,210,2900,1600,hayır,,Tipoloji: Kanal/Yayın ile Canlı İzle aynı izleme sayfasına iner,Geçerli,
vakıfbank maçı saat kaçta,Sultanlar Ligi,Voleybol,Lig,1. Seviye,Global Elit,Erkek,Kulüp,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Yok,Yıllık,Sürekli Lig,Takvim/Saat,Maç & Takvim,Bilgi,Takım,Jenerik,Türkçe,Body,tk_saat,Ana Liste,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hayır,,,Geçerli,
vakıfbank maçı ne zaman,Sultanlar Ligi,Voleybol,Lig,1. Seviye,Global Elit,Erkek,Kulüp,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Yok,Yıllık,Sürekli Lig,Takvim/Saat,Maç & Takvim,Bilgi,Takım,Jenerik,Türkçe,Body,tk_nezaman,Ana Liste,260,LOW,0,,,,evet,10,30,1300,590,480,170,390,110,170,140,40,10,10,20,480,260,170,110,210,140,390,260,140,70,10,10,30,140,260,720,590,hayır,,,Geçerli,
vakıfbank canlı izle,Sultanlar Ligi,Voleybol,Lig,1. Seviye,Global Elit,Erkek,Kulüp,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Yok,Yıllık,Sürekli Lig,Canlı İzle,İzleme,İzleme,Takım,Jenerik,Türkçe,Body,tk_izle,Ana Liste,10,,,,,,evet,0,10,20,10,10,10,10,10,10,10,10,10,10,0,40,10,10,10,10,10,40,10,10,10,0,10,10,10,10,170,40,hayır,,,Geçerli,
vakıfbank maçı canlı izle,Sultanlar Ligi,Voleybol,Lig,1. Seviye,Global Elit,Erkek,Kulüp,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Yok,Yıllık,Sürekli Lig,Canlı İzle,İzleme,İzleme,Takım,Jenerik,Türkçe,Body,tk_macizle,Ana Liste,110,LOW,14,,,,evet,10,10,210,110,260,260,210,70,70,110,20,0,10,10,590,90,170,10,30,10,50,30,10,10,0,10,10,10,30,720,590,hayır,,,Geçerli,
filenin sultanları maçı nerede izlenir,Kadın Voleybol Milli Takımı,Voleybol,Lig,1. Seviye,Global Elit,Erkek,Kulüp,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Yok,Yıllık,Sürekli Lig,Canlı İzle,İzleme,İzleme,Takım,Jenerik,Türkçe,Long-tail,tk_nerede,Ana Liste,10,LOW,9,,,,evet,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,hayır,,Maç denetimi: Futbol / Süper Lig yerine Voleybol / Kadın Voleybol Milli Takımı,Geçerli,
filenin sultanları maçı hangi kanalda,Kadın Voleybol Milli Takımı,Voleybol,Lig,1. Seviye,Global Elit,Erkek,Kulüp,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Yok,Yıllık,Sürekli Lig,Canlı İzle,İzleme,İzleme,Takım,Jenerik,Türkçe,Long-tail,tk_kanal,Ana Liste,3600,LOW,3,0.31,0.07,0.32,evet,12100,18100,1900,20,20,20,20,10,140,50,8100,4400,14800,14800,1300,10,10,10,10,10,10,30,10,6600,2400,6600,8100,20,10,10,20,hayır,,Tipoloji: Kanal/Yayın ile Canlı İzle aynı izleme sayfasına iner,Geçerli,
filenin sultanları maçı saat kaçta,Kadın Voleybol Milli Takımı,Voleybol,Lig,1. Seviye,Global Elit,Erkek,Kulüp,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Yok,Yıllık,Sürekli Lig,Takvim/Saat,Maç & Takvim,Bilgi,Takım,Jenerik,Türkçe,Long-tail,tk_saat,Ana Liste,480,LOW,1,0.34,,,evet,1900,880,70,10,10,10,10,10,30,10,1600,720,1300,1000,50,10,10,10,10,10,10,10,10,1900,590,1600,1300,10,10,10,10,hayır,,Maç denetimi: Futbol / Süper Lig yerine Voleybol / Kadın Voleybol Milli Takımı,Geçerli,
filenin sultanları maçı ne zaman,Kadın Voleybol Milli Takımı,Voleybol,Lig,1. Seviye,Global Elit,Erkek,Kulüp,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Yok,Yıllık,Sürekli Lig,Takvim/Saat,Maç & Takvim,Bilgi,Takım,Jenerik,Türkçe,Long-tail,tk_nezaman,Ana Liste,22200,LOW,2,0.07,0.01,0.15,evet,165000,18100,1300,320,480,210,210,480,1600,1000,22200,49500,33100,33100,880,260,210,170,170,260,480,590,590,22200,9900,40500,18100,320,210,170,320,hayır,,Maç denetimi: Futbol / Süper Lig yerine Voleybol / Kadın Voleybol Milli Takımı,Geçerli,
filenin sultanları canlı izle,Kadın Voleybol Milli Takımı,Voleybol,Lig,1. Seviye,Global Elit,Erkek,Kulüp,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Yok,Yıllık,Sürekli Lig,Canlı İzle,İzleme,İzleme,Takım,Jenerik,Türkçe,Body,tk_izle,Ana Liste,720,LOW,3,0.26,0.09,0.27,evet,5400,1900,210,10,10,10,10,10,0,10,720,210,590,1600,260,10,10,10,10,10,10,10,20,6600,1300,1000,720,10,10,10,10,hayır,,Maç denetimi: Futbol / Süper Lig yerine Voleybol / Kadın Voleybol Milli Takımı,Geçerli,
filenin sultanları maçı canlı izle,Kadın Voleybol Milli Takımı,Voleybol,Lig,1. Seviye,Global Elit,Erkek,Kulüp,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Yok,Yıllık,Sürekli Lig,Canlı İzle,İzleme,İzleme,Takım,Jenerik,Türkçe,Long-tail,tk_macizle,Ana Liste,170,LOW,2,0.16,0.06,0.22,evet,1300,390,40,0,10,10,0,0,10,0,320,90,210,260,110,0,10,0,0,10,10,0,10,390,110,390,170,10,0,0,0,hayır,,Maç denetimi: Futbol / Süper Lig yerine Voleybol / Kadın Voleybol Milli Takımı,Geçerli,
şampiyonlar ligi nerede izlenir,UEFA Şampiyonlar Ligi,Futbol,Jenerik,Kıta Üstü,Global Elit,Karma,Kulüp,Takım Sporu,Global,Uluslararası,Yok,TV+ Var,Yıllık,Turnuva,Canlı İzle,İzleme,İzleme,Lig/Organizasyon,Jenerik,Türkçe,Body,org_nerede,Ana Liste,390,LOW,27,0.4,0.13,0.68,evet,110,20,590,1000,390,170,260,140,260,210,720,590,140,30,210,210,110,260,320,110,260,390,390,260,210,590,170,480,90,170,30,hayır,,,Geçerli,
şampiyonlar ligi hangi kanalda izlenir,UEFA Şampiyonlar Ligi,Futbol,Jenerik,Kıta Üstü,Global Elit,Karma,Kulüp,Takım Sporu,Global,Uluslararası,Yok,TV+ Var,Yıllık,Turnuva,Canlı İzle,İzleme,İzleme,Lig/Organizasyon,Jenerik,Türkçe,Long-tail,org_kanal2,Ana Liste,10,LOW,24,,,,evet,10,0,10,20,10,10,10,0,10,10,10,10,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,hayır,,Tipoloji: Kanal/Yayın ile Canlı İzle aynı izleme sayfasına iner,Geçerli,
şampiyonlar ligi şifresiz izle,UEFA Şampiyonlar Ligi,Futbol,Jenerik,Kıta Üstü,Global Elit,Karma,Kulüp,Takım Sporu,Global,Uluslararası,Yok,TV+ Var,Yıllık,Turnuva,Canlı İzle,İzleme,İzleme,Lig/Organizasyon,Jenerik,Türkçe,Body,org_sifresiz,Ana Liste,10,,,,,,evet,0,0,0,30,20,10,10,10,10,20,10,10,0,0,10,10,10,10,10,10,20,10,10,10,10,10,10,40,0,20,10,hayır,,,Geçerli,
şampiyonlar ligi maçları saat kaçta,UEFA Şampiyonlar Ligi,Futbol,Jenerik,Kıta Üstü,Global Elit,Karma,Kulüp,Takım Sporu,Global,Uluslararası,Yok,TV+ Var,Yıllık,Turnuva,Takvim/Saat,Maç & Takvim,Bilgi,Lig/Organizasyon,Jenerik,Türkçe,Long-tail,org_saat,Ana Liste,210,LOW,2,,,,evet,30,20,110,590,260,170,210,110,320,170,260,170,10,10,90,390,170,210,170,70,140,90,70,30,10,50,70,480,90,140,10,hayır,,,Geçerli,
şampiyonlar ligi bugün maç var mı,UEFA Şampiyonlar Ligi,Futbol,Jenerik,Kıta Üstü,Global Elit,Karma,Kulüp,Takım Sporu,Global,Uluslararası,Yok,TV+ Var,Yıllık,Turnuva,Takvim/Saat,Maç & Takvim,Bilgi,Lig/Organizasyon,Jenerik,Türkçe,Long-tail,org_bugun,Ana Liste,110,LOW,1,,,,evet,10,10,50,90,40,50,110,90,320,210,260,70,10,10,110,140,70,140,110,170,210,210,170,10,10,10,50,40,40,30,10,hayır,,,Geçerli,
şampiyonlar ligi yayın akışı,UEFA Şampiyonlar Ligi,Futbol,Jenerik,Kıta Üstü,Global Elit,Karma,Kulüp,Takım Sporu,Global,Uluslararası,Yok,TV+ Var,Yıllık,Turnuva,Canlı İzle,İzleme,İzleme,Lig/Organizasyon,Jenerik,Türkçe,Body,org_akis,Ana Liste,590,LOW,4,,,,evet,10,10,50,590,480,390,590,320,1600,1900,590,90,20,10,70,880,1000,1000,880,480,1000,1300,880,30,10,10,20,140,70,90,10,hayır,,Tipoloji: Kanal/Yayın ile Canlı İzle aynı izleme sayfasına iner,Geçerli,
avrupa ligi nerede izlenir,UEFA Avrupa Ligi,Futbol,Jenerik,Kıta Üstü,Global Elit,Karma,Kulüp,Takım Sporu,Global,Uluslararası,Yok,TV+ Var,Yıllık,Turnuva,Canlı İzle,İzleme,İzleme,Lig/Organizasyon,Jenerik,İngilizce,Body,org_nerede,Ana Liste,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hayır,,,Geçerli,
avrupa ligi hangi kanalda izlenir,UEFA Avrupa Ligi,Futbol,Jenerik,Kıta Üstü,Global Elit,Karma,Kulüp,Takım Sporu,Global,Uluslararası,Yok,TV+ Var,Yıllık,Turnuva,Canlı İzle,İzleme,İzleme,Lig/Organizasyon,Jenerik,İngilizce,Long-tail,org_kanal2,Ana Liste,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hayır,,Tipoloji: Kanal/Yayın ile Canlı İzle aynı izleme sayfasına iner,Geçerli,
avrupa ligi şifresiz izle,UEFA Avrupa Ligi,Futbol,Jenerik,Kıta Üstü,Global Elit,Karma,Kulüp,Takım Sporu,Global,Uluslararası,Yok,TV+ Var,Yıllık,Turnuva,Canlı İzle,İzleme,İzleme,Lig/Organizasyon,Jenerik,Türkçe,Body,org_sifresiz,Ana Liste,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hayır,,,Geçerli,
avrupa ligi maçları saat kaçta,UEFA Avrupa Ligi,Futbol,Jenerik,Kıta Üstü,Global Elit,Karma,Kulüp,Takım Sporu,Global,Uluslararası,Yok,TV+ Var,Yıllık,Turnuva,Takvim/Saat,Maç & Takvim,Bilgi,Lig/Organizasyon,Jenerik,Türkçe,Long-tail,org_saat,Ana Liste,10,LOW,0,,,,evet,10,10,10,10,0,10,10,10,10,10,10,20,10,10,20,10,40,90,210,50,110,70,40,30,10,30,10,10,0,10,0,hayır,,,Geçerli,
avrupa ligi bugün maç var mı,UEFA Avrupa Ligi,Futbol,Jenerik,Kıta Üstü,Global Elit,Karma,Kulüp,Takım Sporu,Global,Uluslararası,Yok,TV+ Var,Yıllık,Turnuva,Takvim/Saat,Maç & Takvim,Bilgi,Lig/Organizasyon,Jenerik,Türkçe,Long-tail,org_bugun,Ana Liste,10,LOW,0,,,,evet,10,10,10,10,10,10,10,10,10,10,0,10,10,10,30,10,10,30,50,20,10,50,0,0,0,0,0,0,0,0,0,hayır,,,Geçerli,
avrupa ligi yayın akışı,UEFA Avrupa Ligi,Futbol,Jenerik,Kıta Üstü,Global Elit,Karma,Kulüp,Takım Sporu,Global,Uluslararası,Yok,TV+ Var,Yıllık,Turnuva,Canlı İzle,İzleme,İzleme,Lig/Organizasyon,Jenerik,Türkçe,Body,org_akis,Ana Liste,10,LOW,4,,,,evet,10,10,10,30,0,10,10,10,10,10,30,10,10,0,10,20,20,20,140,20,40,40,40,10,10,10,10,10,10,10,10,hayır,,Tipoloji: Kanal/Yayın ile Canlı İzle aynı izleme sayfasına iner,Geçerli,
