keyword,organizasyon,spor_dali,musabaka_tipi,lig_seviyesi,prestij_katmani,cinsiyet,kulup_milli,takim_bireysel,cografya,yerlilik,turk_baglantisi,yayin_hakki,periyodiklik,takvim_tipi,sayfa_tipi,intent_katmani,entity_tipi,marka_tipi,dil,sorgu_uzunlugu,varyant_kodu,search_volume,competition,competition_index,cpc,low_bid,high_bid,veri_var,2026-07,2026-06,2026-05,2026-04,2026-03,2026-02,2026-01,2025-12,2025-11,2025-10,2025-09,2025-08,2025-07,2025-06,2025-05,2025-04,2025-03,2025-02,2025-01,2024-12,2024-11,2024-10,2024-09,2024-08,2024-07,2024-06,2024-05,2024-04,2024-03,2024-02,2024-01,kurum_sorgusu,oyuncu_dogrulama,faset_notu,mantik_denetim,katman
olimpiyat takvim,Yaz Olimpiyatları,Diğer,Dünya Turnuvası,Milli,Global Elit,Karma,Milli Takım,Takım Sporu,Global,Uluslararası,Türk Sporcu Var,Doğrulanacak,4 Yılda Bir,Turnuva,Takvim/Saat,Bilgi,Lig/Organizasyon,Jenerik,İngilizce,Head,tak,90,LOW,0,,,,evet,20,20,30,10,20,720,40,10,10,10,40,30,20,30,20,20,20,10,20,20,20,50,110,40500,27100,390,260,70,40,70,40,hayır,,,Geçerli,Ana Liste
olimpiyat canlı izle,Yaz Olimpiyatları,Diğer,Dünya Turnuvası,Milli,Global Elit,Karma,Milli Takım,Takım Sporu,Global,Uluslararası,Türk Sporcu Var,Doğrulanacak,4 Yılda Bir,Turnuva,Canlı İzle,İzleme,Lig/Organizasyon,Jenerik,Türkçe,Body,izle,140,LOW,0,,,,evet,10,10,40,10,10,1600,20,10,10,10,10,10,10,10,10,10,10,20,10,10,20,50,90,22200,18100,30,20,10,10,10,10,hayır,,,Geçerli,Ana Liste
olimpiyat oyunları,Yaz Olimpiyatları,Diğer,Dünya Turnuvası,Milli,Global Elit,Karma,Milli Takım,Takım Sporu,Global,Uluslararası,Türk Sporcu Var,Doğrulanacak,4 Yılda Bir,Turnuva,Jenerik,Bilgi,Lig/Organizasyon,Jenerik,Türkçe,Head,jen,1900,LOW,1,,0.21,0.66,evet,880,720,1000,1600,880,14800,1000,1000,720,590,720,480,590,720,880,1000,1000,1600,1000,1600,1300,1000,6600,60500,49500,2400,3600,3600,8100,3600,1600,hayır,,,Geçerli,Ana Liste
olimpiyat oyunları puan durumu,Yaz Olimpiyatları,Diğer,Dünya Turnuvası,Milli,Global Elit,Karma,Milli Takım,Takım Sporu,Global,Uluslararası,Türk Sporcu Var,Doğrulanacak,4 Yılda Bir,Turnuva,Puan Durumu,Bilgi,Lig/Organizasyon,Jenerik,Türkçe,Body,pd,10,,,,,,evet,0,0,0,0,0,10,0,0,0,0,0,0,10,10,10,0,0,10,10,0,0,0,10,110,50,10,10,0,0,0,0,hayır,,,Geçerli,Ana Liste
olimpiyat oyunları takvim,Yaz Olimpiyatları,Diğer,Dünya Turnuvası,Milli,Global Elit,Karma,Milli Takım,Takım Sporu,Global,Uluslararası,Türk Sporcu Var,Doğrulanacak,4 Yılda Bir,Turnuva,Takvim/Saat,Bilgi,Lig/Organizasyon,Jenerik,Türkçe,Body,tak,10,,,,,,evet,0,0,10,0,10,10,0,0,0,0,0,10,0,0,0,0,0,0,0,10,0,10,10,110,110,0,0,0,0,0,0,hayır,,,Geçerli,Ana Liste
olimpiyat oyunları canlı izle,Yaz Olimpiyatları,Diğer,Dünya Turnuvası,Milli,Global Elit,Karma,Milli Takım,Takım Sporu,Global,Uluslararası,Türk Sporcu Var,Doğrulanacak,4 Yılda Bir,Turnuva,Canlı İzle,İzleme,Lig/Organizasyon,Jenerik,Türkçe,Body,izle,10,,,,,,evet,0,0,0,0,0,70,0,0,0,0,0,0,0,10,10,0,10,10,10,10,10,0,10,720,590,10,0,10,10,10,10,hayır,,,Geçerli,Ana Liste
kış olimpiyatları,Kış Olimpiyatları,Kış Sporları,Dünya Turnuvası,Milli,Üst,Karma,Milli Takım,Takım Sporu,Global,Uluslararası,Türk Sporcu Var,Doğrulanacak,4 Yılda Bir,Turnuva,Jenerik,Bilgi,Lig/Organizasyon,Jenerik,Türkçe,Head,jen,18100,LOW,0,,,,evet,880,720,1000,1600,4400,201000,5400,1600,880,720,720,3600,480,480,480,590,880,1300,1300,1300,720,590,720,8100,3600,590,720,590,880,1300,1600,hayır,,,Geçerli,Ana Liste
kış olimpiyatları takvim,Kış Olimpiyatları,Kış Sporları,Dünya Turnuvası,Milli,Üst,Karma,Milli Takım,Takım Sporu,Global,Uluslararası,Türk Sporcu Var,Doğrulanacak,4 Yılda Bir,Turnuva,Takvim/Saat,Bilgi,Lig/Organizasyon,Jenerik,Türkçe,Body,tak,30,,,,,,evet,0,0,0,0,10,320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,hayır,,,Geçerli,Ana Liste
kış olimpiyatları canlı izle,Kış Olimpiyatları,Kış Sporları,Dünya Turnuvası,Milli,Üst,Karma,Milli Takım,Takım Sporu,Global,Uluslararası,Türk Sporcu Var,Doğrulanacak,4 Yılda Bir,Turnuva,Canlı İzle,İzleme,Lig/Organizasyon,Jenerik,Türkçe,Body,izle,170,,,,,,evet,0,0,10,0,10,1900,10,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,10,10,hayır,,,Geçerli,Ana Liste
paralimpik,Paralimpik Oyunlar,Diğer,Dünya Turnuvası,Milli,Niş,Karma,Milli Takım,Takım Sporu,Global,Uluslararası,Türk Sporcu Var,Doğrulanacak,4 Yılda Bir,Turnuva,Jenerik,Bilgi,Lig/Organizasyon,Jenerik,İngilizce,Head,jen,1900,LOW,0,,,,evet,720,1300,3600,2400,5400,1300,880,1900,880,2400,2400,880,1000,1000,1600,880,1300,720,720,1000,590,1300,49500,18100,2400,720,1300,880,1600,1000,1000,hayır,,,Geçerli,Ana Liste
paralimpik canlı izle,Paralimpik Oyunlar,Diğer,Dünya Turnuvası,Milli,Niş,Karma,Milli Takım,Takım Sporu,Global,Uluslararası,Türk Sporcu Var,Doğrulanacak,4 Yılda Bir,Turnuva,Canlı İzle,İzleme,Lig/Organizasyon,Jenerik,Türkçe,Body,izle,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hayır,,,Geçerli,Ana Liste
nfl,NFL,Amerikan Futbolu,Lig,1. Seviye,Üst,Erkek,Kulüp,Takım Sporu,ABD,Yabancı,Yok,TV+ Yok,Yıllık,Sürekli Lig,Jenerik,Bilgi,Lig/Organizasyon,Jenerik,İngilizce,Head,jen,22200,LOW,4,0.38,0.17,0.69,evet,6600,9900,8100,6600,8100,18100,49500,40500,40500,40500,49500,12100,6600,5400,6600,6600,6600,18100,40500,33100,27100,27100,33100,9900,5400,5400,6600,6600,6600,18100,49500,hayır,,,Geçerli,Ana Liste
nfl puan durumu,NFL,Amerikan Futbolu,Lig,1. Seviye,Üst,Erkek,Kulüp,Takım Sporu,ABD,Yabancı,Yok,TV+ Yok,Yıllık,Sürekli Lig,Puan Durumu,Bilgi,Lig/Organizasyon,Jenerik,İngilizce,Body,pd,320,LOW,0,,,,evet,140,320,390,390,210,170,480,590,480,390,390,90,140,320,320,320,260,480,1300,1000,880,880,590,260,140,260,320,320,320,720,1000,hayır,,,Geçerli,Ana Liste
nfl fikstür,NFL,Amerikan Futbolu,Lig,1. Seviye,Üst,Erkek,Kulüp,Takım Sporu,ABD,Yabancı,Yok,TV+ Yok,Yıllık,Sürekli Lig,Fikstür,Bilgi,Lig/Organizasyon,Jenerik,Türkçe,Head,fik,170,LOW,12,,,,evet,20,10,30,30,30,70,390,320,260,260,480,110,30,50,30,20,30,210,880,720,590,590,720,170,40,20,30,30,40,210,880,hayır,,,Geçerli,Ana Liste
nfl canlı izle,NFL,Amerikan Futbolu,Lig,1. Seviye,Üst,Erkek,Kulüp,Takım Sporu,ABD,Yabancı,Yok,TV+ Yok,Yıllık,Sürekli Lig,Canlı İzle,İzleme,Lig/Organizasyon,Jenerik,Türkçe,Body,izle,70,LOW,14,,,,evet,10,10,10,10,10,260,110,90,70,40,110,10,10,10,10,10,10,260,210,90,90,70,110,20,10,10,10,10,10,170,210,hayır,,,Geçerli,Ana Liste
nfl hangi kanalda,NFL,Amerikan Futbolu,Lig,1. Seviye,Üst,Erkek,Kulüp,Takım Sporu,ABD,Yabancı,Yok,TV+ Yok,Yıllık,Sürekli Lig,Kanal/Yayın,İzleme,Lig/Organizasyon,Jenerik,İngilizce,Body,kan,70,LOW,11,,,,evet,10,10,10,10,10,170,170,70,110,90,170,90,30,10,20,10,10,210,210,90,90,90,210,90,30,20,20,20,10,110,170,hayır,,,Geçerli,Ana Liste
super bowl,NFL,Amerikan Futbolu,Lig,1. Seviye,Üst,Erkek,Kulüp,Takım Sporu,ABD,Yabancı,Yok,TV+ Yok,Yıllık,Sürekli Lig,Jenerik,Bilgi,Lig/Organizasyon,Jenerik,İngilizce,Head,jen,18100,LOW,3,0.2,0.09,0.58,evet,4400,4400,4400,5400,22200,165000,18100,3600,12100,8100,2400,1900,1900,2400,2900,2900,4400,90500,9900,3600,6600,2900,4400,1900,2900,2900,3600,2900,4400,90500,9900,hayır,,,Geçerli,Ana Liste
super bowl puan durumu,NFL,Amerikan Futbolu,Lig,1. Seviye,Üst,Erkek,Kulüp,Takım Sporu,ABD,Yabancı,Yok,TV+ Yok,Yıllık,Sürekli Lig,Puan Durumu,Bilgi,Lig/Organizasyon,Jenerik,İngilizce,Body,pd,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hayır,,,Geçerli,Ana Liste
super bowl fikstür,NFL,Amerikan Futbolu,Lig,1. Seviye,Üst,Erkek,Kulüp,Takım Sporu,ABD,Yabancı,Yok,TV+ Yok,Yıllık,Sürekli Lig,Fikstür,Bilgi,Lig/Organizasyon,Jenerik,Türkçe,Body,fik,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hayır,,,Geçerli,Ana Liste
super bowl canlı izle,NFL,Amerikan Futbolu,Lig,1. Seviye,Üst,Erkek,Kulüp,Takım Sporu,ABD,Yabancı,Yok,TV+ Yok,Yıllık,Sürekli Lig,Canlı İzle,İzleme,Lig/Organizasyon,Jenerik,Türkçe,Body,izle,90,LOW,0,,,,evet,10,10,0,10,10,1000,10,10,10,10,10,0,0,0,10,0,10,1000,10,10,0,0,10,10,0,0,10,0,0,880,10,hayır,,,Geçerli,Ana Liste
super bowl hangi kanalda,NFL,Amerikan Futbolu,Lig,1. Seviye,Üst,Erkek,Kulüp,Takım Sporu,ABD,Yabancı,Yok,TV+ Yok,Yıllık,Sürekli Lig,Kanal/Yayın,İzleme,Lig/Organizasyon,Jenerik,İngilizce,Body,kan,260,,,,,,evet,0,10,10,10,10,2900,40,10,10,10,0,10,10,10,10,10,10,5400,40,10,10,10,10,10,10,10,10,10,10,3600,30,hayır,,,Geçerli,Ana Liste
mlb,MLB,Beyzbol,Lig,1. Seviye,Niş,Erkek,Kulüp,Takım Sporu,ABD,Yabancı,Yok,TV+ Yok,Yıllık,Sürekli Lig,Jenerik,Bilgi,Lig/Organizasyon,Jenerik,İngilizce,Head,jen,5400,LOW,5,0.33,0.17,0.76,evet,5400,5400,6600,5400,4400,2900,2400,2400,4400,14800,8100,6600,5400,6600,5400,5400,3600,2400,2400,1900,2400,9900,5400,4400,4400,4400,4400,4400,3600,2400,2400,hayır,,,Geçerli,Ana Liste
mlb puan durumu,MLB,Beyzbol,Lig,1. Seviye,Niş,Erkek,Kulüp,Takım Sporu,ABD,Yabancı,Yok,TV+ Yok,Yıllık,Sürekli Lig,Puan Durumu,Bilgi,Lig/Organizasyon,Jenerik,İngilizce,Body,pd,70,LOW,0,,,,evet,70,90,110,70,50,40,40,30,30,70,90,50,50,70,70,50,40,30,20,10,10,40,30,40,50,50,90,70,20,30,20,hayır,,,Geçerli,Ana Liste
mlb canlı izle,MLB,Beyzbol,Lig,1. Seviye,Niş,Erkek,Kulüp,Takım Sporu,ABD,Yabancı,Yok,TV+ Yok,Yıllık,Sürekli Lig,Canlı İzle,İzleme,Lig/Organizasyon,Jenerik,Türkçe,Body,izle,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hayır,,,Geçerli,Ana Liste
nhl,NHL,Buz Hokeyi,Lig,1. Seviye,Niş,Erkek,Kulüp,Takım Sporu,ABD,Yabancı,Yok,TV+ Yok,Yıllık,Sürekli Lig,Jenerik,Bilgi,Lig/Organizasyon,Jenerik,İngilizce,Head,jen,5400,LOW,2,0.2,0.17,0.91,evet,1900,5400,9900,8100,4400,4400,6600,5400,5400,5400,2900,2400,2400,5400,9900,6600,4400,3600,4400,4400,4400,5400,2400,1900,1900,6600,9900,6600,5400,4400,4400,hayır,,,Geçerli,Ana Liste
nhl puan durumu,NHL,Buz Hokeyi,Lig,1. Seviye,Niş,Erkek,Kulüp,Takım Sporu,ABD,Yabancı,Yok,TV+ Yok,Yıllık,Sürekli Lig,Puan Durumu,Bilgi,Lig/Organizasyon,Jenerik,İngilizce,Body,pd,90,LOW,0,,,,evet,30,50,110,110,140,110,210,170,90,70,20,20,20,50,140,170,170,170,210,210,140,110,20,20,20,90,170,320,170,210,210,hayır,,,Geçerli,Ana Liste
nhl canlı izle,NHL,Buz Hokeyi,Lig,1. Seviye,Niş,Erkek,Kulüp,Takım Sporu,ABD,Yabancı,Yok,TV+ Yok,Yıllık,Sürekli Lig,Canlı İzle,İzleme,Lig/Organizasyon,Jenerik,Türkçe,Body,izle,10,LOW,21,0.27,,,evet,10,0,10,10,10,10,30,50,20,20,10,10,10,20,30,30,40,30,40,50,50,50,10,10,10,20,50,50,70,50,90,hayır,,,Geçerli,Ana Liste
buz hokeyi,NHL,Buz Hokeyi,Lig,1. Seviye,Niş,Erkek,Kulüp,Takım Sporu,ABD,Yabancı,Yok,TV+ Yok,Yıllık,Sürekli Lig,Jenerik,Bilgi,Lig/Organizasyon,Jenerik,İngilizce,Head,jen,9900,LOW,8,0.45,0.16,0.43,evet,5400,6600,9900,8100,9900,14800,14800,12100,9900,8100,6600,5400,4400,5400,8100,9900,12100,14800,14800,14800,12100,12100,8100,6600,5400,6600,9900,9900,12100,14800,14800,hayır,,,Geçerli,Ana Liste
buz hokeyi puan durumu,NHL,Buz Hokeyi,Lig,1. Seviye,Niş,Erkek,Kulüp,Takım Sporu,ABD,Yabancı,Yok,TV+ Yok,Yıllık,Sürekli Lig,Puan Durumu,Bilgi,Lig/Organizasyon,Jenerik,İngilizce,Body,pd,30,LOW,0,,,,evet,10,10,20,10,40,40,110,50,40,10,10,10,10,10,40,70,20,70,70,90,50,40,10,10,10,20,40,50,70,40,50,hayır,,,Geçerli,Ana Liste
buz hokeyi canlı izle,NHL,Buz Hokeyi,Lig,1. Seviye,Niş,Erkek,Kulüp,Takım Sporu,ABD,Yabancı,Yok,TV+ Yok,Yıllık,Sürekli Lig,Canlı İzle,İzleme,Lig/Organizasyon,Jenerik,Türkçe,Body,izle,390,LOW,5,,,,evet,30,30,140,210,390,480,720,590,720,480,590,320,260,260,880,880,1000,880,1000,1600,1900,1600,1000,880,880,880,1000,1600,2400,2400,2900,hayır,,,Geçerli,Ana Liste
tour de france,Tour de France,Bisiklet,Bireysel Sıralama Serisi,1. Seviye,Orta,Erkek,Bireysel,Bireysel Spor,Global,Uluslararası,Yok,Doğrulanacak,Yıllık,Yarış Takvimi,Jenerik,Bilgi,Lig/Organizasyon,Jenerik,İngilizce,Body,jen,8100,LOW,5,0.51,0.17,0.75,evet,22200,2900,1300,1600,18100,27100,8100,590,9900,8100,590,1000,27100,2400,1300,1000,880,720,590,590,590,1300,590,1300,27100,8100,2900,12100,880,880,720,hayır,,,Geçerli,Ana Liste
tour de france puan durumu,Tour de France,Bisiklet,Bireysel Sıralama Serisi,1. Seviye,Orta,Erkek,Bireysel,Bireysel Spor,Global,Uluslararası,Yok,Doğrulanacak,Yıllık,Yarış Takvimi,Puan Durumu,Bilgi,Lig/Organizasyon,Jenerik,İngilizce,Long-tail,pd,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hayır,,,Geçerli,Ana Liste
tour de france canlı izle,Tour de France,Bisiklet,Bireysel Sıralama Serisi,1. Seviye,Orta,Erkek,Bireysel,Bireysel Spor,Global,Uluslararası,Yok,Doğrulanacak,Yıllık,Yarış Takvimi,Canlı İzle,İzleme,Lig/Organizasyon,Jenerik,Türkçe,Long-tail,izle,10,LOW,12,0.34,0.17,0.66,evet,110,10,10,10,0,0,10,10,10,10,0,0,260,0,0,10,0,10,0,10,10,30,10,10,170,70,0,0,0,0,10,hayır,,,Geçerli,Ana Liste
tour de france takvim,Tour de France,Bisiklet,Bireysel Sıralama Serisi,1. Seviye,Orta,Erkek,Bireysel,Bireysel Spor,Global,Uluslararası,Yok,Doğrulanacak,Yıllık,Yarış Takvimi,Takvim/Saat,Bilgi,Lig/Organizasyon,Jenerik,İngilizce,Body,tak,10,LOW,8,0.35,,,evet,40,10,10,10,10,0,0,0,0,0,0,10,110,10,10,10,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,hayır,,,Geçerli,Ana Liste
cumhurbaşkanlığı bisiklet turu,Cumhurbaşkanlığı Bisiklet Turu,Bisiklet,Bireysel Sıralama Serisi,1. Seviye,Niş,Erkek,Bireysel,Bireysel Spor,Türkiye,Yerli,Türk Sporcu Var,Doğrulanacak,Yıllık,Yarış Takvimi,Jenerik,Bilgi,Lig/Organizasyon,Jenerik,Türkçe,Body,jen,3600,LOW,1,0.77,12.56,20,evet,320,260,9900,27100,720,480,210,110,140,260,210,210,320,260,27100,33100,720,390,210,90,110,210,260,260,480,260,480,40500,720,390,260,hayır,,,Geçerli,Ana Liste
cumhurbaşkanlığı bisiklet turu takvim,Cumhurbaşkanlığı Bisiklet Turu,Bisiklet,Bireysel Sıralama Serisi,1. Seviye,Niş,Erkek,Bireysel,Bireysel Spor,Türkiye,Yerli,Türk Sporcu Var,Doğrulanacak,Yıllık,Yarış Takvimi,Takvim/Saat,Bilgi,Lig/Organizasyon,Jenerik,Türkçe,Body,tak,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hayır,,,Geçerli,Ana Liste
atletizm,Dünya Atletizm Şampiyonası,Atletizm,Dünya Turnuvası,Milli,Orta,Karma,Milli Takım,Bireysel Spor,Global,Uluslararası,Türk Sporcu Var,Doğrulanacak,2 Yılda Bir,Turnuva,Jenerik,Bilgi,Lig/Organizasyon,Jenerik,İngilizce,Head,jen,6600,LOW,2,0.23,0.14,0.46,evet,4400,6600,5400,6600,5400,6600,4400,6600,6600,6600,8100,5400,5400,6600,8100,6600,8100,6600,8100,9900,6600,8100,6600,9900,6600,6600,8100,6600,9900,12100,9900,hayır,,,Geçerli,Ana Liste
atletizm canlı izle,Dünya Atletizm Şampiyonası,Atletizm,Dünya Turnuvası,Milli,Orta,Karma,Milli Takım,Bireysel Spor,Global,Uluslararası,Türk Sporcu Var,Doğrulanacak,2 Yılda Bir,Turnuva,Canlı İzle,İzleme,Lig/Organizasyon,Jenerik,Türkçe,Body,izle,10,,,,,,evet,0,10,0,10,0,10,0,0,0,0,10,10,0,10,10,10,10,0,0,0,0,0,10,10,10,10,10,0,0,0,0,hayır,,,Geçerli,Ana Liste
dünya atletizm şampiyonası,Dünya Atletizm Şampiyonası,Atletizm,Dünya Turnuvası,Milli,Orta,Karma,Milli Takım,Bireysel Spor,Global,Uluslararası,Türk Sporcu Var,Doğrulanacak,2 Yılda Bir,Turnuva,Jenerik,Bilgi,Lig/Organizasyon,Jenerik,Türkçe,Body,jen,1000,LOW,2,0.37,0.17,0.77,evet,260,170,140,110,390,90,90,90,110,170,9900,320,260,170,110,40,170,70,90,90,50,70,110,720,260,260,90,90,320,170,110,hayır,,,Geçerli,Ana Liste
dünya atletizm şampiyonası canlı izle,Dünya Atletizm Şampiyonası,Atletizm,Dünya Turnuvası,Milli,Orta,Karma,Milli Takım,Bireysel Spor,Global,Uluslararası,Türk Sporcu Var,Doğrulanacak,2 Yılda Bir,Turnuva,Canlı İzle,İzleme,Lig/Organizasyon,Jenerik,Türkçe,Long-tail,izle,10,,,,,,evet,0,10,0,0,10,0,0,0,0,0,110,0,0,0,0,0,10,0,0,0,10,10,0,10,10,10,10,10,10,0,0,hayır,,,Geçerli,Ana Liste
yüzme,Yüzme,Su Sporları,Bireysel Sıralama Serisi,Milli,Niş,Karma,Bireysel,Bireysel Spor,Global,Uluslararası,Türk Sporcu Var,Doğrulanacak,Sürekli,Turnuva,Jenerik,Bilgi,Lig/Organizasyon,Jenerik,Türkçe,Head,jen,8100,LOW,16,0.16,0.1,0.3,evet,12100,12100,8100,8100,6600,5400,5400,6600,8100,8100,9900,9900,12100,9900,8100,8100,6600,5400,8100,8100,6600,8100,8100,12100,14800,12100,9900,8100,6600,6600,6600,hayır,,,Geçerli,Ana Liste
jimnastik,Jimnastik,Diğer,Bireysel Sıralama Serisi,Milli,Niş,Karma,Bireysel,Bireysel Spor,Global,Uluslararası,Türk Sporcu Var,Doğrulanacak,Sürekli,Turnuva,Jenerik,Bilgi,Lig/Organizasyon,Jenerik,İngilizce,Head,jen,18100,LOW,7,0.21,0.14,0.84,evet,12100,14800,14800,18100,22200,22200,18100,14800,14800,18100,22200,12100,12100,12100,14800,18100,18100,18100,18100,18100,18100,18100,22200,14800,14800,14800,18100,14800,22200,18100,18100,hayır,,,Geçerli,Ana Liste
hentbol,Hentbol Ligleri,Hentbol,Lig,1. Seviye,Niş,Karma,Kulüp,Takım Sporu,Global,Uluslararası,Türk Takımı Var,Doğrulanacak,Yıllık,Sürekli Lig,Jenerik,Bilgi,Lig/Organizasyon,Jenerik,İngilizce,Head,jen,18100,LOW,1,0.21,0.07,0.47,evet,12100,22200,18100,18100,22200,14800,14800,18100,18100,18100,14800,9900,12100,14800,22200,18100,18100,18100,14800,22200,18100,22200,14800,14800,12100,12100,18100,18100,22200,22200,18100,hayır,,organizasyon 'Hentbol' → 'Hentbol Ligleri',Geçerli,Ana Liste
hentbol puan durumu,Hentbol Ligleri,Hentbol,Lig,1. Seviye,Niş,Karma,Kulüp,Takım Sporu,Global,Uluslararası,Türk Takımı Var,Doğrulanacak,Yıllık,Sürekli Lig,Puan Durumu,Bilgi,Lig/Organizasyon,Jenerik,İngilizce,Body,pd,260,LOW,1,,,,evet,20,70,320,390,480,480,260,480,480,320,140,50,30,170,590,320,390,480,210,480,320,320,170,70,30,70,390,480,480,390,260,hayır,,organizasyon 'Hentbol' → 'Hentbol Ligleri',Geçerli,Ana Liste
hentbol fikstür,Hentbol Ligleri,Hentbol,Lig,1. Seviye,Niş,Karma,Kulüp,Takım Sporu,Global,Uluslararası,Türk Takımı Var,Doğrulanacak,Yıllık,Sürekli Lig,Fikstür,Bilgi,Lig/Organizasyon,Jenerik,Türkçe,Head,fik,110,LOW,2,,,,evet,10,20,70,110,110,140,70,140,140,210,170,90,20,10,70,90,110,140,110,140,170,170,170,70,40,20,90,170,110,140,110,hayır,,organizasyon 'Hentbol' → 'Hentbol Ligleri',Geçerli,Ana Liste
golf,Golf Turnuvaları,Golf,Bireysel Sıralama Serisi,1. Seviye,Niş,Karma,Bireysel,Bireysel Spor,Global,Uluslararası,Yok,TV+ Yok,Yıllık,Yarış Takvimi,Jenerik,Bilgi,Lig/Organizasyon,Jenerik,İngilizce,Head,jen,110000,LOW,8,0.49,0.38,0.67,evet,110000,110000,110000,110000,110000,110000,110000,110000,110000,110000,110000,135000,110000,110000,110000,110000,110000,90500,90500,90500,90500,90500,90500,110000,110000,90500,90500,90500,90500,90500,90500,hayır,,organizasyon 'Golf' → 'Golf Turnuvaları',Geçerli,Ana Liste
golf canlı izle,Golf Turnuvaları,Golf,Bireysel Sıralama Serisi,1. Seviye,Niş,Karma,Bireysel,Bireysel Spor,Global,Uluslararası,Yok,TV+ Yok,Yıllık,Yarış Takvimi,Canlı İzle,İzleme,Lig/Organizasyon,Jenerik,Türkçe,Body,izle,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hayır,,organizasyon 'Golf' → 'Golf Turnuvaları',Geçerli,Ana Liste
snooker,Snooker,Diğer,Bireysel Sıralama Serisi,1. Seviye,Niş,Karma,Bireysel,Bireysel Spor,Global,Uluslararası,Yok,Doğrulanacak,Yıllık,Turnuva,Jenerik,Bilgi,Lig/Organizasyon,Jenerik,İngilizce,Head,jen,40500,LOW,2,0.17,0.1,0.3,evet,12100,12100,49500,110000,33100,49500,40500,40500,40500,33100,22200,33100,14800,8100,49500,90500,33100,27100,27100,27100,33100,27100,27100,12100,14800,8100,40500,74000,27100,40500,49500,hayır,,,Geçerli,Ana Liste
snooker canlı izle,Snooker,Diğer,Bireysel Sıralama Serisi,1. Seviye,Niş,Karma,Bireysel,Bireysel Spor,Global,Uluslararası,Yok,Doğrulanacak,Yıllık,Turnuva,Canlı İzle,İzleme,Lig/Organizasyon,Jenerik,Türkçe,Body,izle,720,LOW,1,,,,evet,260,110,720,1600,590,1300,880,720,720,590,590,480,140,110,1300,2400,1600,1300,1000,1300,1300,720,880,320,390,210,880,1600,590,880,1000,hayır,,,Geçerli,Ana Liste
dart,Dart,Diğer,Bireysel Sıralama Serisi,1. Seviye,Niş,Karma,Bireysel,Bireysel Spor,Global,Uluslararası,Yok,Doğrulanacak,Yıllık,Turnuva,Jenerik,Bilgi,Lig/Organizasyon,Jenerik,İngilizce,Head,jen,14800,HIGH,83,0.16,0.03,0.25,evet,12100,12100,14800,14800,14800,14800,14800,18100,14800,18100,12100,12100,12100,14800,14800,14800,14800,14800,18100,22200,14800,18100,14800,12100,14800,12100,14800,14800,14800,14800,18100,hayır,,,Geçerli,Ana Liste
dart canlı izle,Dart,Diğer,Bireysel Sıralama Serisi,1. Seviye,Niş,Karma,Bireysel,Bireysel Spor,Global,Uluslararası,Yok,Doğrulanacak,Yıllık,Turnuva,Canlı İzle,İzleme,Lig/Organizasyon,Jenerik,Türkçe,Body,izle,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hayır,,,Geçerli,Ana Liste
pdc dart,Dart,Diğer,Bireysel Sıralama Serisi,1. Seviye,Niş,Karma,Bireysel,Bireysel Spor,Global,Uluslararası,Yok,Doğrulanacak,Yıllık,Turnuva,Jenerik,Bilgi,Lig/Organizasyon,Jenerik,İngilizce,Head,jen,260,LOW,10,0.44,0.21,0.4,evet,320,210,320,260,170,140,260,390,210,590,320,170,320,210,320,210,140,170,390,260,170,390,170,110,260,140,260,210,140,170,260,hayır,,,Geçerli,Ana Liste
pdc dart canlı izle,Dart,Diğer,Bireysel Sıralama Serisi,1. Seviye,Niş,Karma,Bireysel,Bireysel Spor,Global,Uluslararası,Yok,Doğrulanacak,Yıllık,Turnuva,Canlı İzle,İzleme,Lig/Organizasyon,Jenerik,Türkçe,Body,izle,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hayır,,,Geçerli,Ana Liste
satranç,Satranç,Zihin Sporları,Bireysel Sıralama Serisi,1. Seviye,Orta,Karma,Bireysel,Bireysel Spor,Global,Uluslararası,Türk Sporcu Var,Doğrulanacak,Sürekli,Turnuva,Jenerik,Bilgi,Lig/Organizasyon,Jenerik,Türkçe,Head,jen,246000,LOW,10,0.3,0.09,20,evet,201000,301000,301000,301000,301000,301000,301000,301000,246000,246000,201000,165000,165000,201000,246000,246000,246000,246000,246000,246000,201000,201000,201000,165000,165000,165000,201000,201000,246000,246000,301000,hayır,,,Geçerli,Ana Liste
