keyword,organizasyon,spor_dali,musabaka_tipi,lig_seviyesi,prestij_katmani,cinsiyet,kulup_milli,takim_bireysel,cografya,yerlilik,turk_baglantisi,yayin_hakki,periyodiklik,takvim_tipi,sayfa_tipi,intent_katmani,entity_tipi,marka_tipi,dil,sorgu_uzunlugu,varyant_kodu,search_volume,competition,competition_index,cpc,low_bid,high_bid,veri_var,2026-07,2026-06,2026-05,2026-04,2026-03,2026-02,2026-01,2025-12,2025-11,2025-10,2025-09,2025-08,2025-07,kurum_sorgusu
i̇sveç allsvenskan,İsveç Allsvenskan,Futbol,Lig,1. Seviye,Niş,Erkek,Kulüp,Takım Sporu,İsveç,Yabancı,Yok,TV+ Yok,Yıllık,Sürekli Lig,Jenerik,Bilgi,Lig/Organizasyon,Jenerik,Türkçe,Head,jen,,,,,,,hayir,,,,,,,,,,,,,,hayır
i̇sveç allsvenskan puan durumu,İsveç Allsvenskan,Futbol,Lig,1. Seviye,Niş,Erkek,Kulüp,Takım Sporu,İsveç,Yabancı,Yok,TV+ Yok,Yıllık,Sürekli Lig,Puan Durumu,Bilgi,Lig/Organizasyon,Jenerik,Türkçe,Body,pd,,,,,,,hayir,,,,,,,,,,,,,,hayır
i̇sveç allsvenskan fikstür,İsveç Allsvenskan,Futbol,Lig,1. Seviye,Niş,Erkek,Kulüp,Takım Sporu,İsveç,Yabancı,Yok,TV+ Yok,Yıllık,Sürekli Lig,Fikstür,Bilgi,Lig/Organizasyon,Jenerik,Türkçe,Body,fik,,,,,,,hayir,,,,,,,,,,,,,,hayır
i̇sveç allsvenskan maçları,İsveç Allsvenskan,Futbol,Lig,1. Seviye,Niş,Erkek,Kulüp,Takım Sporu,İsveç,Yabancı,Yok,TV+ Yok,Yıllık,Sürekli Lig,Takım Maç Sorgusu,Bilgi,Lig/Organizasyon,Jenerik,Türkçe,Body,maclar,,,,,,,hayir,,,,,,,,,,,,,,hayır
norveç eliteserien,Norveç Eliteserien,Futbol,Lig,1. Seviye,Niş,Erkek,Kulüp,Takım Sporu,Norveç,Yabancı,Yok,TV+ Yok,Yıllık,Sürekli Lig,Jenerik,Bilgi,Lig/Organizasyon,Jenerik,Türkçe,Head,jen,210,LOW,1,,,,evet,,70,590,390,110,20,20,50,260,140,70,140,480,hayır
norveç eliteserien puan durumu,Norveç Eliteserien,Futbol,Lig,1. Seviye,Niş,Erkek,Kulüp,Takım Sporu,Norveç,Yabancı,Yok,TV+ Yok,Yıllık,Sürekli Lig,Puan Durumu,Bilgi,Lig/Organizasyon,Jenerik,Türkçe,Body,pd,210,LOW,1,0.36,0.17,0.34,evet,,50,480,320,110,70,50,50,320,260,170,210,390,hayır
norveç eliteserien fikstür,Norveç Eliteserien,Futbol,Lig,1. Seviye,Niş,Erkek,Kulüp,Takım Sporu,Norveç,Yabancı,Yok,TV+ Yok,Yıllık,Sürekli Lig,Fikstür,Bilgi,Lig/Organizasyon,Jenerik,Türkçe,Body,fik,10,LOW,1,,,,evet,,10,20,10,10,10,10,10,10,10,20,40,0,hayır
norveç eliteserien maçları,Norveç Eliteserien,Futbol,Lig,1. Seviye,Niş,Erkek,Kulüp,Takım Sporu,Norveç,Yabancı,Yok,TV+ Yok,Yıllık,Sürekli Lig,Takım Maç Sorgusu,Bilgi,Lig/Organizasyon,Jenerik,Türkçe,Body,maclar,,,,,,,hayir,,,,,,,,,,,,,,hayır
çek ligi,Çek Ligi,Futbol,Lig,1. Seviye,Niş,Erkek,Kulüp,Takım Sporu,Çekya,Yabancı,Yok,TV+ Yok,Yıllık,Sürekli Lig,Jenerik,Bilgi,Lig/Organizasyon,Jenerik,Türkçe,Head,jen,6600,LOW,0,,,,evet,,1300,12100,4400,6600,8100,4400,3600,18100,9900,4400,8100,2900,hayır
çek ligi puan durumu,Çek Ligi,Futbol,Lig,1. Seviye,Niş,Erkek,Kulüp,Takım Sporu,Çekya,Yabancı,Yok,TV+ Yok,Yıllık,Sürekli Lig,Puan Durumu,Bilgi,Lig/Organizasyon,Jenerik,Türkçe,Body,pd,1600,LOW,0,,,,evet,,210,2400,880,1300,1900,1600,880,5400,1900,720,1000,590,hayır
çek ligi fikstür,Çek Ligi,Futbol,Lig,1. Seviye,Niş,Erkek,Kulüp,Takım Sporu,Çekya,Yabancı,Yok,TV+ Yok,Yıllık,Sürekli Lig,Fikstür,Bilgi,Lig/Organizasyon,Jenerik,Türkçe,Body,fik,,,,,,,hayir,,,,,,,,,,,,,,hayır
çek ligi maçları,Çek Ligi,Futbol,Lig,1. Seviye,Niş,Erkek,Kulüp,Takım Sporu,Çekya,Yabancı,Yok,TV+ Yok,Yıllık,Sürekli Lig,Takım Maç Sorgusu,Bilgi,Lig/Organizasyon,Jenerik,Türkçe,Body,maclar,,,,,,,hayir,,,,,,,,,,,,,,hayır
hırvatistan ligi,Hırvatistan Ligi,Futbol,Lig,1. Seviye,Niş,Erkek,Kulüp,Takım Sporu,Hırvatistan,Yabancı,Yok,TV+ Yok,Yıllık,Sürekli Lig,Jenerik,Bilgi,Lig/Organizasyon,Jenerik,Türkçe,Head,jen,3600,LOW,0,,,,evet,,1000,3600,2900,2400,2400,1900,2400,2400,2900,14800,3600,1300,hayır
hırvatistan ligi puan durumu,Hırvatistan Ligi,Futbol,Lig,1. Seviye,Niş,Erkek,Kulüp,Takım Sporu,Hırvatistan,Yabancı,Yok,TV+ Yok,Yıllık,Sürekli Lig,Puan Durumu,Bilgi,Lig/Organizasyon,Jenerik,Türkçe,Body,pd,720,LOW,0,,,,evet,,170,590,590,720,720,480,590,720,720,2900,590,210,hayır
hırvatistan ligi fikstür,Hırvatistan Ligi,Futbol,Lig,1. Seviye,Niş,Erkek,Kulüp,Takım Sporu,Hırvatistan,Yabancı,Yok,TV+ Yok,Yıllık,Sürekli Lig,Fikstür,Bilgi,Lig/Organizasyon,Jenerik,Türkçe,Body,fik,,,,,,,hayir,,,,,,,,,,,,,,hayır
hırvatistan ligi maçları,Hırvatistan Ligi,Futbol,Lig,1. Seviye,Niş,Erkek,Kulüp,Takım Sporu,Hırvatistan,Yabancı,Yok,TV+ Yok,Yıllık,Sürekli Lig,Takım Maç Sorgusu,Bilgi,Lig/Organizasyon,Jenerik,Türkçe,Body,maclar,,,,,,,hayir,,,,,,,,,,,,,,hayır
sırbistan süper ligi,Sırbistan Süper Ligi,Futbol,Lig,1. Seviye,Niş,Erkek,Kulüp,Takım Sporu,Sırbistan,Yabancı,Yok,TV+ Yok,Yıllık,Sürekli Lig,Jenerik,Bilgi,Lig/Organizasyon,Jenerik,Türkçe,Body,jen,390,LOW,0,,,,evet,,50,320,480,480,390,210,480,590,320,320,480,390,hayır
sırbistan süper ligi puan durumu,Sırbistan Süper Ligi,Futbol,Lig,1. Seviye,Niş,Erkek,Kulüp,Takım Sporu,Sırbistan,Yabancı,Yok,TV+ Yok,Yıllık,Sürekli Lig,Puan Durumu,Bilgi,Lig/Organizasyon,Jenerik,Türkçe,Long-tail,pd,1600,LOW,0,,,,evet,,480,1900,1900,1600,1900,1000,1600,1900,1300,1300,1900,1000,hayır
sırbistan süper ligi fikstür,Sırbistan Süper Ligi,Futbol,Lig,1. Seviye,Niş,Erkek,Kulüp,Takım Sporu,Sırbistan,Yabancı,Yok,TV+ Yok,Yıllık,Sürekli Lig,Fikstür,Bilgi,Lig/Organizasyon,Jenerik,Türkçe,Body,fik,,,,,,,hayir,,,,,,,,,,,,,,hayır
sırbistan süper ligi maçları,Sırbistan Süper Ligi,Futbol,Lig,1. Seviye,Niş,Erkek,Kulüp,Takım Sporu,Sırbistan,Yabancı,Yok,TV+ Yok,Yıllık,Sürekli Lig,Takım Maç Sorgusu,Bilgi,Lig/Organizasyon,Jenerik,Türkçe,Body,maclar,210,LOW,0,,,,evet,,40,210,260,260,320,140,260,320,260,260,320,170,hayır
ukrayna premier ligi,Ukrayna Premier Ligi,Futbol,Lig,1. Seviye,Niş,Erkek,Kulüp,Takım Sporu,Ukrayna,Yabancı,Yok,TV+ Yok,Yıllık,Sürekli Lig,Jenerik,Bilgi,Lig/Organizasyon,Jenerik,İngilizce,Body,jen,8100,LOW,0,,,,evet,,390,14800,18100,4400,4400,1900,9900,9900,8100,9900,18100,1900,hayır
ukrayna premier ligi puan durumu,Ukrayna Premier Ligi,Futbol,Lig,1. Seviye,Niş,Erkek,Kulüp,Takım Sporu,Ukrayna,Yabancı,Yok,TV+ Yok,Yıllık,Sürekli Lig,Puan Durumu,Bilgi,Lig/Organizasyon,Jenerik,İngilizce,Long-tail,pd,49500,LOW,0,,,,evet,,2400,74000,110000,40500,33100,18100,40500,60500,49500,60500,33100,14800,hayır
ukrayna premier ligi fikstür,Ukrayna Premier Ligi,Futbol,Lig,1. Seviye,Niş,Erkek,Kulüp,Takım Sporu,Ukrayna,Yabancı,Yok,TV+ Yok,Yıllık,Sürekli Lig,Fikstür,Bilgi,Lig/Organizasyon,Jenerik,Türkçe,Body,fik,10,LOW,0,,,,evet,,10,30,50,0,0,0,0,0,0,0,0,0,hayır
ukrayna premier ligi maçları,Ukrayna Premier Ligi,Futbol,Lig,1. Seviye,Niş,Erkek,Kulüp,Takım Sporu,Ukrayna,Yabancı,Yok,TV+ Yok,Yıllık,Sürekli Lig,Takım Maç Sorgusu,Bilgi,Lig/Organizasyon,Jenerik,Türkçe,Body,maclar,8100,LOW,0,,,,evet,,170,14800,33100,8100,5400,2900,6600,8100,6600,8100,4400,1300,hayır
romanya ligi,Romanya Ligi,Futbol,Lig,1. Seviye,Niş,Erkek,Kulüp,Takım Sporu,Romanya,Yabancı,Yok,TV+ Yok,Yıllık,Sürekli Lig,Jenerik,Bilgi,Lig/Organizasyon,Jenerik,İngilizce,Head,jen,8100,LOW,0,0.32,,,evet,,1000,8100,8100,9900,12100,18100,6600,6600,6600,6600,12100,5400,hayır
romanya ligi puan durumu,Romanya Ligi,Futbol,Lig,1. Seviye,Niş,Erkek,Kulüp,Takım Sporu,Romanya,Yabancı,Yok,TV+ Yok,Yıllık,Sürekli Lig,Puan Durumu,Bilgi,Lig/Organizasyon,Jenerik,İngilizce,Body,pd,1900,LOW,1,,,,evet,,170,1900,1900,2400,3600,6600,1900,1600,1600,1300,1900,880,hayır
romanya ligi fikstür,Romanya Ligi,Futbol,Lig,1. Seviye,Niş,Erkek,Kulüp,Takım Sporu,Romanya,Yabancı,Yok,TV+ Yok,Yıllık,Sürekli Lig,Fikstür,Bilgi,Lig/Organizasyon,Jenerik,Türkçe,Body,fik,,,,,,,hayir,,,,,,,,,,,,,,hayır
romanya ligi maçları,Romanya Ligi,Futbol,Lig,1. Seviye,Niş,Erkek,Kulüp,Takım Sporu,Romanya,Yabancı,Yok,TV+ Yok,Yıllık,Sürekli Lig,Takım Maç Sorgusu,Bilgi,Lig/Organizasyon,Jenerik,Türkçe,Body,maclar,10,LOW,0,,,,evet,,10,30,20,20,30,10,10,10,20,10,10,20,hayır
bulgaristan ligi,Bulgaristan Ligi,Futbol,Lig,1. Seviye,Niş,Erkek,Kulüp,Takım Sporu,Bulgaristan,Yabancı,Yok,TV+ Yok,Yıllık,Sürekli Lig,Jenerik,Bilgi,Lig/Organizasyon,Jenerik,İngilizce,Head,jen,3600,LOW,0,,,,evet,,720,5400,4400,4400,3600,1600,2400,3600,4400,2900,3600,2900,hayır
bulgaristan ligi puan durumu,Bulgaristan Ligi,Futbol,Lig,1. Seviye,Niş,Erkek,Kulüp,Takım Sporu,Bulgaristan,Yabancı,Yok,TV+ Yok,Yıllık,Sürekli Lig,Puan Durumu,Bilgi,Lig/Organizasyon,Jenerik,İngilizce,Body,pd,1000,LOW,0,,,,evet,,170,1600,1600,1600,1900,590,1000,1000,1000,720,720,720,hayır
bulgaristan ligi fikstür,Bulgaristan Ligi,Futbol,Lig,1. Seviye,Niş,Erkek,Kulüp,Takım Sporu,Bulgaristan,Yabancı,Yok,TV+ Yok,Yıllık,Sürekli Lig,Fikstür,Bilgi,Lig/Organizasyon,Jenerik,Türkçe,Body,fik,,,,,,,hayir,,,,,,,,,,,,,,hayır
bulgaristan ligi maçları,Bulgaristan Ligi,Futbol,Lig,1. Seviye,Niş,Erkek,Kulüp,Takım Sporu,Bulgaristan,Yabancı,Yok,TV+ Yok,Yıllık,Sürekli Lig,Takım Maç Sorgusu,Bilgi,Lig/Organizasyon,Jenerik,Türkçe,Body,maclar,40,LOW,0,,,,evet,,0,30,40,30,40,10,90,70,40,70,0,0,hayır
i̇srail ligi,İsrail Ligi,Futbol,Lig,1. Seviye,Niş,Erkek,Kulüp,Takım Sporu,İsrail,Yabancı,Yok,TV+ Yok,Yıllık,Sürekli Lig,Jenerik,Bilgi,Lig/Organizasyon,Jenerik,Türkçe,Head,jen,,,,,,,hayir,,,,,,,,,,,,,,hayır
i̇srail ligi puan durumu,İsrail Ligi,Futbol,Lig,1. Seviye,Niş,Erkek,Kulüp,Takım Sporu,İsrail,Yabancı,Yok,TV+ Yok,Yıllık,Sürekli Lig,Puan Durumu,Bilgi,Lig/Organizasyon,Jenerik,Türkçe,Body,pd,,,,,,,hayir,,,,,,,,,,,,,,hayır
i̇srail ligi fikstür,İsrail Ligi,Futbol,Lig,1. Seviye,Niş,Erkek,Kulüp,Takım Sporu,İsrail,Yabancı,Yok,TV+ Yok,Yıllık,Sürekli Lig,Fikstür,Bilgi,Lig/Organizasyon,Jenerik,Türkçe,Body,fik,,,,,,,hayir,,,,,,,,,,,,,,hayır
i̇srail ligi maçları,İsrail Ligi,Futbol,Lig,1. Seviye,Niş,Erkek,Kulüp,Takım Sporu,İsrail,Yabancı,Yok,TV+ Yok,Yıllık,Sürekli Lig,Takım Maç Sorgusu,Bilgi,Lig/Organizasyon,Jenerik,Türkçe,Body,maclar,,,,,,,hayir,,,,,,,,,,,,,,hayır
mısır ligi,Mısır Ligi,Futbol,Lig,1. Seviye,Niş,Erkek,Kulüp,Takım Sporu,Mısır,Yabancı,Yok,TV+ Yok,Yıllık,Sürekli Lig,Jenerik,Bilgi,Lig/Organizasyon,Jenerik,Türkçe,Head,jen,1900,LOW,0,,,,evet,,880,3600,2400,1900,2900,2400,1900,1300,1600,1900,1900,390,hayır
mısır ligi puan durumu,Mısır Ligi,Futbol,Lig,1. Seviye,Niş,Erkek,Kulüp,Takım Sporu,Mısır,Yabancı,Yok,TV+ Yok,Yıllık,Sürekli Lig,Puan Durumu,Bilgi,Lig/Organizasyon,Jenerik,Türkçe,Body,pd,390,LOW,1,,,,evet,,170,480,320,590,590,720,720,260,210,320,210,90,hayır
mısır ligi fikstür,Mısır Ligi,Futbol,Lig,1. Seviye,Niş,Erkek,Kulüp,Takım Sporu,Mısır,Yabancı,Yok,TV+ Yok,Yıllık,Sürekli Lig,Fikstür,Bilgi,Lig/Organizasyon,Jenerik,Türkçe,Body,fik,,,,,,,hayir,,,,,,,,,,,,,,hayır
mısır ligi maçları,Mısır Ligi,Futbol,Lig,1. Seviye,Niş,Erkek,Kulüp,Takım Sporu,Mısır,Yabancı,Yok,TV+ Yok,Yıllık,Sürekli Lig,Takım Maç Sorgusu,Bilgi,Lig/Organizasyon,Jenerik,Türkçe,Body,maclar,20,LOW,1,,,,evet,,10,10,20,20,20,30,40,10,10,10,10,10,hayır
azerbaycan premyer liqası,Azerbaycan Premyer Liqası,Futbol,Lig,1. Seviye,Niş,Erkek,Kulüp,Takım Sporu,Azerbaycan,Yabancı,Yok,TV+ Yok,Yıllık,Sürekli Lig,Jenerik,Bilgi,Lig/Organizasyon,Jenerik,Türkçe,Body,jen,170,LOW,0,,,,evet,,50,140,170,140,110,170,170,320,320,260,170,70,hayır
azerbaycan premyer liqası puan durumu,Azerbaycan Premyer Liqası,Futbol,Lig,1. Seviye,Niş,Erkek,Kulüp,Takım Sporu,Azerbaycan,Yabancı,Yok,TV+ Yok,Yıllık,Sürekli Lig,Puan Durumu,Bilgi,Lig/Organizasyon,Jenerik,Türkçe,Long-tail,pd,,,,,,,hayir,,,,,,,,,,,,,,hayır
azerbaycan premyer liqası fikstür,Azerbaycan Premyer Liqası,Futbol,Lig,1. Seviye,Niş,Erkek,Kulüp,Takım Sporu,Azerbaycan,Yabancı,Yok,TV+ Yok,Yıllık,Sürekli Lig,Fikstür,Bilgi,Lig/Organizasyon,Jenerik,Türkçe,Body,fik,,,,,,,hayir,,,,,,,,,,,,,,hayır
azerbaycan premyer liqası maçları,Azerbaycan Premyer Liqası,Futbol,Lig,1. Seviye,Niş,Erkek,Kulüp,Takım Sporu,Azerbaycan,Yabancı,Yok,TV+ Yok,Yıllık,Sürekli Lig,Takım Maç Sorgusu,Bilgi,Lig/Organizasyon,Jenerik,Türkçe,Body,maclar,,,,,,,hayir,,,,,,,,,,,,,,hayır
championship,Championship,Futbol,Lig,2. Seviye,Niş,Erkek,Kulüp,Takım Sporu,İngiltere,Yabancı,Yok,TV+ Yok,Yıllık,Sürekli Lig,Jenerik,Bilgi,Lig/Organizasyon,Jenerik,İngilizce,Head,jen,165000,MEDIUM,43,0.28,0.12,0.32,evet,40500,40500,368000,201000,165000,165000,201000,165000,165000,135000,110000,90500,,hayır
championship puan durumu,Championship,Futbol,Lig,2. Seviye,Niş,Erkek,Kulüp,Takım Sporu,İngiltere,Yabancı,Yok,TV+ Yok,Yıllık,Sürekli Lig,Puan Durumu,Bilgi,Lig/Organizasyon,Jenerik,İngilizce,Body,pd,90500,LOW,0,,,,evet,5400,8100,246000,165000,110000,135000,135000,110000,74000,60500,40500,27100,,hayır
championship fikstür,Championship,Futbol,Lig,2. Seviye,Niş,Erkek,Kulüp,Takım Sporu,İngiltere,Yabancı,Yok,TV+ Yok,Yıllık,Sürekli Lig,Fikstür,Bilgi,Lig/Organizasyon,Jenerik,Türkçe,Head,fik,90,LOW,1,,,,evet,70,40,260,140,90,110,110,70,40,50,50,70,,hayır
championship maçları,Championship,Futbol,Lig,2. Seviye,Niş,Erkek,Kulüp,Takım Sporu,İngiltere,Yabancı,Yok,TV+ Yok,Yıllık,Sürekli Lig,Takım Maç Sorgusu,Bilgi,Lig/Organizasyon,Jenerik,Türkçe,Head,maclar,18100,LOW,0,0.2,,,evet,590,590,60500,40500,22200,27100,27100,18100,12100,8100,5400,4400,,hayır
serie b,Serie B,Futbol,Lig,2. Seviye,Niş,Erkek,Kulüp,Takım Sporu,İtalya,Yabancı,Yok,TV+ Yok,Yıllık,Sürekli Lig,Jenerik,Bilgi,Lig/Organizasyon,Jenerik,İngilizce,Head,jen,9900,LOW,0,,,,evet,3600,2900,18100,12100,12100,12100,9900,9900,8100,6600,6600,6600,,hayır
serie b puan durumu,Serie B,Futbol,Lig,2. Seviye,Niş,Erkek,Kulüp,Takım Sporu,İtalya,Yabancı,Yok,TV+ Yok,Yıllık,Sürekli Lig,Puan Durumu,Bilgi,Lig/Organizasyon,Jenerik,İngilizce,Body,pd,8100,LOW,0,,,,evet,3600,2900,18100,12100,9900,9900,8100,8100,6600,5400,4400,3600,,hayır
serie b fikstür,Serie B,Futbol,Lig,2. Seviye,Niş,Erkek,Kulüp,Takım Sporu,İtalya,Yabancı,Yok,TV+ Yok,Yıllık,Sürekli Lig,Fikstür,Bilgi,Lig/Organizasyon,Jenerik,Türkçe,Body,fik,,,,,,,hayir,,,,,,,,,,,,,,hayır
serie b maçları,Serie B,Futbol,Lig,2. Seviye,Niş,Erkek,Kulüp,Takım Sporu,İtalya,Yabancı,Yok,TV+ Yok,Yıllık,Sürekli Lig,Takım Maç Sorgusu,Bilgi,Lig/Organizasyon,Jenerik,Türkçe,Body,maclar,1000,LOW,0,,,,evet,260,260,2900,1600,1900,1300,880,1000,720,880,720,390,,hayır
la liga 2,La Liga 2,Futbol,Lig,2. Seviye,Niş,Erkek,Kulüp,Takım Sporu,İspanya,Yabancı,Yok,TV+ Yok,Yıllık,Sürekli Lig,Jenerik,Bilgi,Lig/Organizasyon,Jenerik,İngilizce,Body,jen,8100,LOW,1,,,,evet,1300,4400,18100,12100,12100,8100,8100,6600,8100,6600,6600,3600,,hayır
la liga 2 puan durumu,La Liga 2,Futbol,Lig,2. Seviye,Niş,Erkek,Kulüp,Takım Sporu,İspanya,Yabancı,Yok,TV+ Yok,Yıllık,Sürekli Lig,Puan Durumu,Bilgi,Lig/Organizasyon,Jenerik,İngilizce,Long-tail,pd,880,LOW,1,,,,evet,170,320,2400,1300,1600,880,880,880,880,590,480,320,,hayır
la liga 2 fikstür,La Liga 2,Futbol,Lig,2. Seviye,Niş,Erkek,Kulüp,Takım Sporu,İspanya,Yabancı,Yok,TV+ Yok,Yıllık,Sürekli Lig,Fikstür,Bilgi,Lig/Organizasyon,Jenerik,Türkçe,Body,fik,,,,,,,hayir,,,,,,,,,,,,,,hayır
la liga 2 maçları,La Liga 2,Futbol,Lig,2. Seviye,Niş,Erkek,Kulüp,Takım Sporu,İspanya,Yabancı,Yok,TV+ Yok,Yıllık,Sürekli Lig,Takım Maç Sorgusu,Bilgi,Lig/Organizasyon,Jenerik,Türkçe,Body,maclar,20,LOW,0,,,,evet,10,10,30,20,30,30,10,10,20,40,10,10,,hayır
2. bundesliga,2. Bundesliga,Futbol,Lig,2. Seviye,Niş,Erkek,Kulüp,Takım Sporu,Almanya,Yabancı,Yok,TV+ Yok,Yıllık,Sürekli Lig,Jenerik,Bilgi,Lig/Organizasyon,Jenerik,İngilizce,Head,jen,22200,LOW,2,1.99,0.23,0.56,evet,1300,1000,40500,33100,18100,18100,12100,14800,27100,40500,40500,33100,,hayır
2. bundesliga puan durumu,2. Bundesliga,Futbol,Lig,2. Seviye,Niş,Erkek,Kulüp,Takım Sporu,Almanya,Yabancı,Yok,TV+ Yok,Yıllık,Sürekli Lig,Puan Durumu,Bilgi,Lig/Organizasyon,Jenerik,İngilizce,Body,pd,22200,LOW,0,,,,evet,1900,2900,60500,40500,27100,27100,22200,22200,18100,18100,12100,12100,,hayır
2. bundesliga fikstür,2. Bundesliga,Futbol,Lig,2. Seviye,Niş,Erkek,Kulüp,Takım Sporu,Almanya,Yabancı,Yok,TV+ Yok,Yıllık,Sürekli Lig,Fikstür,Bilgi,Lig/Organizasyon,Jenerik,Türkçe,Body,fik,,,,,,,hayir,,,,,,,,,,,,,,hayır
2. bundesliga maçları,2. Bundesliga,Futbol,Lig,2. Seviye,Niş,Erkek,Kulüp,Takım Sporu,Almanya,Yabancı,Yok,TV+ Yok,Yıllık,Sürekli Lig,Takım Maç Sorgusu,Bilgi,Lig/Organizasyon,Jenerik,Türkçe,Body,maclar,4400,LOW,1,,,,evet,260,210,9900,9900,6600,5400,3600,3600,3600,4400,2900,3600,,hayır
olimpiyat,Yaz Olimpiyatları,Diğer,Dünya Turnuvası,Milli,Orta,Karma,Milli Takım,Bireysel Spor,Global,Uluslararası,Türk Sporcu Var,Doğrulanacak,4 Yılda Bir,Turnuva,Jenerik,Bilgi,Etkinlik,Jenerik,İngilizce,Head,jen,12100,LOW,3,0.06,0.09,2,evet,12100,12100,18100,9900,9900,22200,9900,9900,8100,8100,8100,8100,,hayır
olimpiyat ne zaman,Yaz Olimpiyatları,Diğer,Dünya Turnuvası,Milli,Orta,Karma,Milli Takım,Bireysel Spor,Global,Uluslararası,Türk Sporcu Var,Doğrulanacak,4 Yılda Bir,Turnuva,Takvim/Saat,Bilgi,Etkinlik,Jenerik,İngilizce,Body,nezaman,3600,LOW,0,,0.07,2,evet,5400,4400,2400,2900,1900,6600,2900,1600,1900,1600,5400,2400,,hayır
olimpiyat takvim,Yaz Olimpiyatları,Diğer,Dünya Turnuvası,Milli,Orta,Karma,Milli Takım,Bireysel Spor,Global,Uluslararası,Türk Sporcu Var,Doğrulanacak,4 Yılda Bir,Turnuva,Takvim/Saat,Bilgi,Etkinlik,Jenerik,İngilizce,Head,takvim,90,LOW,0,,,,evet,20,20,30,10,20,720,40,10,10,10,40,30,,hayır
olimpiyat canlı izle,Yaz Olimpiyatları,Diğer,Dünya Turnuvası,Milli,Orta,Karma,Milli Takım,Bireysel Spor,Global,Uluslararası,Türk Sporcu Var,Doğrulanacak,4 Yılda Bir,Turnuva,Canlı İzle,İzleme,Etkinlik,Jenerik,Türkçe,Body,izle,140,LOW,0,,,,evet,10,10,40,10,10,1600,20,10,10,10,10,10,,hayır
olimpiyat hangi kanalda,Yaz Olimpiyatları,Diğer,Dünya Turnuvası,Milli,Orta,Karma,Milli Takım,Bireysel Spor,Global,Uluslararası,Türk Sporcu Var,Doğrulanacak,4 Yılda Bir,Turnuva,Kanal/Yayın,İzleme,Etkinlik,Jenerik,İngilizce,Body,kanal,390,LOW,1,,,,evet,20,50,50,50,50,3600,40,20,30,20,90,50,,hayır
olimpiyat puan durumu,Yaz Olimpiyatları,Diğer,Dünya Turnuvası,Milli,Orta,Karma,Milli Takım,Bireysel Spor,Global,Uluslararası,Türk Sporcu Var,Doğrulanacak,4 Yılda Bir,Turnuva,Puan Durumu,Bilgi,Etkinlik,Jenerik,İngilizce,Body,pd,10,LOW,0,,,,evet,10,10,10,10,10,20,10,10,10,10,10,10,,hayır
olimpiyat fikstür,Yaz Olimpiyatları,Diğer,Dünya Turnuvası,Milli,Orta,Karma,Milli Takım,Bireysel Spor,Global,Uluslararası,Türk Sporcu Var,Doğrulanacak,4 Yılda Bir,Turnuva,Fikstür,Bilgi,Etkinlik,Jenerik,Türkçe,Head,fik,10,LOW,0,,,,evet,10,10,10,10,10,50,10,10,0,10,10,10,,hayır
olimpiyat oyunları,Yaz Olimpiyatları,Diğer,Dünya Turnuvası,Milli,Orta,Karma,Milli Takım,Bireysel Spor,Global,Uluslararası,Türk Sporcu Var,Doğrulanacak,4 Yılda Bir,Turnuva,Jenerik,Bilgi,Etkinlik,Jenerik,Türkçe,Head,jen,1900,LOW,1,,0.21,0.66,evet,880,720,1000,1600,880,14800,1000,1000,720,590,720,480,,hayır
olimpiyat oyunları ne zaman,Yaz Olimpiyatları,Diğer,Dünya Turnuvası,Milli,Orta,Karma,Milli Takım,Bireysel Spor,Global,Uluslararası,Türk Sporcu Var,Doğrulanacak,4 Yılda Bir,Turnuva,Takvim/Saat,Bilgi,Etkinlik,Jenerik,Türkçe,Body,nezaman,110,LOW,1,,,,evet,140,140,90,110,70,260,90,70,70,50,110,50,,hayır
olimpiyat oyunları takvim,Yaz Olimpiyatları,Diğer,Dünya Turnuvası,Milli,Orta,Karma,Milli Takım,Bireysel Spor,Global,Uluslararası,Türk Sporcu Var,Doğrulanacak,4 Yılda Bir,Turnuva,Takvim/Saat,Bilgi,Etkinlik,Jenerik,Türkçe,Body,takvim,10,,,,,,evet,0,0,10,0,10,10,0,0,0,0,0,10,,hayır
olimpiyat oyunları canlı izle,Yaz Olimpiyatları,Diğer,Dünya Turnuvası,Milli,Orta,Karma,Milli Takım,Bireysel Spor,Global,Uluslararası,Türk Sporcu Var,Doğrulanacak,4 Yılda Bir,Turnuva,Canlı İzle,İzleme,Etkinlik,Jenerik,Türkçe,Body,izle,10,,,,,,evet,0,0,0,0,0,70,0,0,0,0,0,0,,hayır
olimpiyat oyunları hangi kanalda,Yaz Olimpiyatları,Diğer,Dünya Turnuvası,Milli,Orta,Karma,Milli Takım,Bireysel Spor,Global,Uluslararası,Türk Sporcu Var,Doğrulanacak,4 Yılda Bir,Turnuva,Kanal/Yayın,İzleme,Etkinlik,Jenerik,Türkçe,Body,kanal,30,LOW,0,,,,evet,10,10,10,10,10,320,10,10,10,0,10,10,,hayır
olimpiyat oyunları puan durumu,Yaz Olimpiyatları,Diğer,Dünya Turnuvası,Milli,Orta,Karma,Milli Takım,Bireysel Spor,Global,Uluslararası,Türk Sporcu Var,Doğrulanacak,4 Yılda Bir,Turnuva,Puan Durumu,Bilgi,Etkinlik,Jenerik,Türkçe,Body,pd,10,,,,,,evet,0,0,0,0,0,10,0,0,0,0,0,0,,hayır
