keyword,organizasyon,spor_dali,musabaka_tipi,lig_seviyesi,prestij_katmani,cinsiyet,kulup_milli,takim_bireysel,cografya,yerlilik,turk_baglantisi,yayin_hakki,periyodiklik,takvim_tipi,sayfa_tipi,intent_katmani,intent_kaynak,entity_tipi,marka_tipi,dil,sorgu_uzunlugu,varyant_kodu,katman,competition,competition_index,cpc,low_bid,high_bid,kurum_sorgusu,oyuncu_dogrulama,faset_notu,mantik_denetim,guncellik,search_volume,competition,competition_index,cpc,low_bid,high_bid,veri_var,2026-07,2026-06,2026-05,2026-04,2026-03,2026-02,2026-01,2025-12,2025-11,2025-10,2025-09,2025-08,2025-07,2025-06,2025-05,2025-04,2025-03,2025-02,2025-01,2024-12,2024-11,2024-10,2024-09,2024-08,2024-07,2024-06,2024-05,2024-04,2024-03,2024-02,2024-01
wisbech town,FA Cup Alt Ligler,Futbol,Lig,Alt Seviye,Uzun Kuyruk,Erkek,Kulüp,Takım Sporu,İngiltere,Yabancı,Yok,TV+ Var,Yıllık,Sürekli Lig,Takım Jenerik,Navigasyonel,Bilgi,Takım,Jenerik,İngilizce,Head,Takım Jenerik,Uzun Kuyruk,,,,,,hayır,,,Geçerli,,10,,,,,,evet,0,10,10,0,10,10,10,0,0,10,10,10,10,0,0,10,0,10,10,10,0,10,0,10,10,0,0,10,10,0,10
witham town,FA Cup Alt Ligler,Futbol,Lig,Alt Seviye,Uzun Kuyruk,Erkek,Kulüp,Takım Sporu,İngiltere,Yabancı,Yok,TV+ Var,Yıllık,Sürekli Lig,Takım Jenerik,Navigasyonel,Bilgi,Takım,Jenerik,İngilizce,Head,Takım Jenerik,Uzun Kuyruk,LOW,0,,,,hayır,,,Geçerli,,30,LOW,0,,,,evet,20,10,20,20,90,20,10,40,40,40,30,30,10,10,10,10,40,40,10,10,10,20,10,10,10,10,10,10,10,10,110
witton albion,FA Cup Alt Ligler,Futbol,Lig,Alt Seviye,Uzun Kuyruk,Erkek,Kulüp,Takım Sporu,İngiltere,Yabancı,Yok,TV+ Var,Yıllık,Sürekli Lig,Takım Jenerik,Navigasyonel,Bilgi,Takım,Jenerik,İngilizce,Head,Takım Jenerik,Uzun Kuyruk,LOW,0,,,,hayır,,,Geçerli,,10,LOW,0,,,,evet,10,10,10,10,10,20,10,10,10,10,30,30,20,10,10,10,10,20,10,10,10,10,40,10,10,10,20,10,10,10,20
wokingham town,FA Cup Alt Ligler,Futbol,Lig,Alt Seviye,Uzun Kuyruk,Erkek,Kulüp,Takım Sporu,İngiltere,Yabancı,Yok,TV+ Var,Yıllık,Sürekli Lig,Takım Jenerik,Navigasyonel,Bilgi,Takım,Jenerik,İngilizce,Head,Takım Jenerik,Uzun Kuyruk,LOW,2,,,,hayır,,,Geçerli,,110,LOW,2,,,,evet,170,90,140,110,140,90,90,140,110,140,110,170,170,110,110,110,110,110,170,140,110,140,140,170,170,140,140,110,140,110,140
woodbridge town,FA Cup Alt Ligler,Futbol,Lig,Alt Seviye,Uzun Kuyruk,Erkek,Kulüp,Takım Sporu,İngiltere,Yabancı,Yok,TV+ Var,Yıllık,Sürekli Lig,Takım Jenerik,Navigasyonel,Bilgi,Takım,Jenerik,İngilizce,Head,Takım Jenerik,Uzun Kuyruk,LOW,5,,,,hayır,,,Geçerli,,20,LOW,5,,,,evet,20,10,10,10,30,20,10,20,10,10,10,30,20,10,10,10,10,10,10,10,10,10,20,20,20,10,10,10,10,10,20
woodford town,FA Cup Alt Ligler,Futbol,Lig,Alt Seviye,Uzun Kuyruk,Erkek,Kulüp,Takım Sporu,İngiltere,Yabancı,Yok,TV+ Var,Yıllık,Sürekli Lig,Takım Jenerik,Navigasyonel,Bilgi,Takım,Jenerik,İngilizce,Head,Takım Jenerik,Uzun Kuyruk,LOW,0,,,,hayır,,,Geçerli,,10,LOW,0,,,,evet,10,0,10,10,0,10,10,10,0,10,10,10,10,0,10,0,10,0,10,10,0,10,10,10,10,0,10,0,0,10,10
worcester raiders,FA Cup Alt Ligler,Futbol,Lig,Alt Seviye,Uzun Kuyruk,Erkek,Kulüp,Takım Sporu,İngiltere,Yabancı,Yok,TV+ Var,Yıllık,Sürekli Lig,Takım Jenerik,Navigasyonel,Bilgi,Takım,Jenerik,İngilizce,Head,Takım Jenerik,Uzun Kuyruk,LOW,0,,,,hayır,,,Geçerli,,10,LOW,0,,,,evet,10,10,10,0,0,0,0,10,0,10,10,10,10,0,10,0,0,0,10,0,0,10,0,20,10,0,0,10,0,0,0
wythenshawe,FA Cup Alt Ligler,Futbol,Lig,Alt Seviye,Uzun Kuyruk,Erkek,Kulüp,Takım Sporu,İngiltere,Yabancı,Yok,TV+ Var,Yıllık,Sürekli Lig,Takım Jenerik,Navigasyonel,Bilgi,Takım,Jenerik,İngilizce,Head,Takım Jenerik,Uzun Kuyruk,LOW,2,,,,hayır,,,Geçerli,,210,LOW,2,,,,evet,210,170,170,210,140,140,210,260,480,170,170,210,590,140,210,170,170,320,320,590,320,320,260,210,480,210,720,480,260,320,170
yarm eaglescliffe,FA Cup Alt Ligler,Futbol,Lig,Alt Seviye,Uzun Kuyruk,Erkek,Kulüp,Takım Sporu,İngiltere,Yabancı,Yok,TV+ Var,Yıllık,Sürekli Lig,Takım Jenerik,Navigasyonel,Bilgi,Takım,Jenerik,Türkçe,Body,Takım Jenerik,Uzun Kuyruk,,,,,,hayır,,,Geçerli,,10,,,,,,evet,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0
yateley united,FA Cup Alt Ligler,Futbol,Lig,Alt Seviye,Uzun Kuyruk,Erkek,Kulüp,Takım Sporu,İngiltere,Yabancı,Yok,TV+ Var,Yıllık,Sürekli Lig,Takım Jenerik,Navigasyonel,Bilgi,Takım,Jenerik,İngilizce,Head,Takım Jenerik,Uzun Kuyruk,LOW,0,,,,hayır,,,Geçerli,,10,LOW,0,,,,evet,10,0,0,0,10,0,0,0,0,10,10,0,10,0,10,10,10,0,0,0,0,10,10,10,10,0,0,0,0,0,10
yaxley,FA Cup Alt Ligler,Futbol,Lig,Alt Seviye,Uzun Kuyruk,Erkek,Kulüp,Takım Sporu,İngiltere,Yabancı,Yok,TV+ Var,Yıllık,Sürekli Lig,Takım Jenerik,Navigasyonel,Bilgi,Takım,Jenerik,İngilizce,Head,Takım Jenerik,Uzun Kuyruk,LOW,0,,,,hayır,,,Geçerli,,210,LOW,0,,,,evet,210,210,260,210,170,170,210,170,170,170,170,210,170,140,110,140,110,140,170,170,140,140,170,210,170,140,140,140,170,140,170
ac virtus,Konferans Ligi Elemeleri,Futbol,Kıta Turnuvası,Kıta Üstü,Uzun Kuyruk,Erkek,Kulüp,Takım Sporu,Avrupa,Yabancı,Yok,TV+ Var,Yıllık,Sürekli Lig,Takım Jenerik,Navigasyonel,Bilgi,Takım,Jenerik,İngilizce,Head,Takım Jenerik,Uzun Kuyruk,LOW,0,,,,hayır,,lig → kıta turnuvası,Geçerli,,50,LOW,0,,,,evet,140,10,20,20,20,10,20,40,20,10,20,320,110,10,20,10,10,10,10,10,10,10,20,50,390,20,10,10,10,10,10
aek larnaca,Konferans Ligi Elemeleri,Futbol,Kıta Turnuvası,Kıta Üstü,Uzun Kuyruk,Erkek,Kulüp,Takım Sporu,Avrupa,Yabancı,Yok,TV+ Var,Yıllık,Sürekli Lig,Takım Jenerik,Navigasyonel,Bilgi,Takım,Jenerik,İngilizce,Head,Takım Jenerik,Uzun Kuyruk,LOW,0,,,,hayır,,lig → kıta turnuvası,Geçerli,,5400,LOW,0,,,,evet,3600,480,1000,1300,9900,1300,1000,12100,8100,6600,1000,14800,8100,480,590,590,590,720,1300,880,1000,720,720,2400,1300,320,590,1600,1300,1900,5400
af elbasani,Konferans Ligi Elemeleri,Futbol,Kıta Turnuvası,Kıta Üstü,Uzun Kuyruk,Erkek,Kulüp,Takım Sporu,Avrupa,Yabancı,Yok,TV+ Var,Yıllık,Sürekli Lig,Takım Jenerik,Navigasyonel,Bilgi,Takım,Jenerik,İngilizce,Head,Takım Jenerik,Uzun Kuyruk,LOW,0,,,,hayır,,lig → kıta turnuvası,Geçerli,,260,LOW,0,,,,evet,1600,110,260,210,110,210,140,480,70,90,90,70,30,10,30,90,170,170,90,110,90,90,170,70,20,20,20,90,50,20,90
afc ajax,Eredivisie,Futbol,Kıta Turnuvası,Kıta Üstü,Uzun Kuyruk,Erkek,Kulüp,Takım Sporu,Avrupa,Yabancı,Yok,TV+ Var,Yıllık,Sürekli Lig,Takım Jenerik,Navigasyonel,Bilgi,Takım,Jenerik,İngilizce,Head,Takım Jenerik,Uzun Kuyruk,LOW,1,0.78,0.07,0.2,hayır,,Ajan taraması: lig düzeltmesi,Geçerli,,90500,LOW,1,0.78,0.07,0.2,evet,4400,2900,14800,8100,9900,12100,135000,90500,368000,301000,74000,33100,12100,4400,90500,18100,33100,74000,823000,246000,673000,246000,301000,27100,6600,2900,8100,9900,22200,18100,9900
as monaco,Ligue 1,Futbol,Kıta Turnuvası,Kıta Üstü,Uzun Kuyruk,Erkek,Kulüp,Takım Sporu,Avrupa,Yabancı,Yok,TV+ Var,Yıllık,Sürekli Lig,Takım Jenerik,Navigasyonel,Bilgi,Takım,Jenerik,İngilizce,Head,Takım Jenerik,Uzun Kuyruk,LOW,1,,0.2,0.42,hayır,,Ajan taraması: lig düzeltmesi,Geçerli,,5400,LOW,1,,0.2,0.42,evet,1000,720,1600,2400,1900,3600,14800,9900,9900,6600,4400,5400,6600,1600,5400,2400,2400,4400,4400,3600,6600,5400,4400,2900,1600,880,4400,4400,2900,5400,2900
apollon limassol,Konferans Ligi Elemeleri,Futbol,Kıta Turnuvası,Kıta Üstü,Uzun Kuyruk,Erkek,Kulüp,Takım Sporu,Avrupa,Yabancı,Yok,TV+ Var,Yıllık,Sürekli Lig,Takım Jenerik,Navigasyonel,Bilgi,Takım,Jenerik,İngilizce,Head,Takım Jenerik,Uzun Kuyruk,LOW,0,,,,hayır,,lig → kıta turnuvası,Geçerli,,720,LOW,0,,,,evet,1600,390,1900,480,590,590,880,390,480,390,390,720,320,320,320,390,320,720,1000,480,480,320,480,480,210,170,390,1300,1000,1300,1600
atlètic club d'escaldes,Konferans Ligi Elemeleri,Futbol,Kıta Turnuvası,Kıta Üstü,Uzun Kuyruk,Erkek,Kulüp,Takım Sporu,Avrupa,Yabancı,Yok,TV+ Var,Yıllık,Sürekli Lig,Takım Jenerik,Navigasyonel,Bilgi,Takım,Jenerik,Türkçe,Body,Takım Jenerik,Uzun Kuyruk,LOW,0,,,,hayır,,lig → kıta turnuvası,Geçerli,,170,LOW,0,,,,evet,1600,30,50,30,50,30,20,50,70,40,30,70,1300,30,40,140,50,40,40,40,50,40,70,110,390,30,50,110,90,70,40
beitar jerusalem,Konferans Ligi Elemeleri,Futbol,Kıta Turnuvası,Kıta Üstü,Uzun Kuyruk,Erkek,Kulüp,Takım Sporu,Avrupa,Yabancı,Yok,TV+ Var,Yıllık,Sürekli Lig,Takım Jenerik,Navigasyonel,Bilgi,Takım,Jenerik,İngilizce,Head,Takım Jenerik,Uzun Kuyruk,LOW,1,,,,hayır,,lig → kıta turnuvası,Geçerli,,480,LOW,1,,,,evet,720,170,1000,390,210,590,720,590,260,480,320,720,720,590,480,590,320,480,590,1000,880,480,390,260,390,170,320,480,390,390,1900
bohemian,Konferans Ligi Elemeleri,Futbol,Kıta Turnuvası,Kıta Üstü,Uzun Kuyruk,Erkek,Kulüp,Takım Sporu,Avrupa,Yabancı,Yok,TV+ Var,Yıllık,Sürekli Lig,Takım Jenerik,Navigasyonel,Bilgi,Takım,Jenerik,İngilizce,Head,Takım Jenerik,Uzun Kuyruk,LOW,11,0.24,0.13,0.77,hayır,,lig → kıta turnuvası,Geçerli,,5400,LOW,11,0.24,0.13,0.77,evet,12100,8100,9900,6600,5400,4400,3600,3600,3600,4400,4400,6600,12100,9900,6600,5400,4400,5400,4400,4400,4400,5400,5400,5400,8100,6600,6600,8100,5400,3600,2900
brighton hove albion,Premier Lig,Futbol,Kıta Turnuvası,Kıta Üstü,Uzun Kuyruk,Erkek,Kulüp,Takım Sporu,Avrupa,Yabancı,Yok,TV+ Var,Yıllık,Sürekli Lig,Takım Jenerik,Navigasyonel,Bilgi,Takım,Jenerik,Türkçe,Body,Takım Jenerik,Uzun Kuyruk,LOW,2,,,,hayır,,Ajan taraması: lig düzeltmesi,Geçerli,,210,LOW,2,,,,evet,90,110,260,170,260,210,480,210,170,210,260,260,170,110,170,170,170,260,210,390,480,720,1600,3600,390,110,140,260,260,210,260
cfr cluj,Konferans Ligi Elemeleri,Futbol,Kıta Turnuvası,Kıta Üstü,Uzun Kuyruk,Erkek,Kulüp,Takım Sporu,Avrupa,Yabancı,Yok,TV+ Var,Yıllık,Sürekli Lig,Takım Jenerik,Navigasyonel,Bilgi,Takım,Jenerik,İngilizce,Head,Takım Jenerik,Uzun Kuyruk,LOW,1,,,,hayır,,lig → kıta turnuvası,Geçerli,,1900,LOW,1,,,,evet,2400,480,1900,1600,2900,2900,1300,2900,880,2400,1000,3600,4400,590,1600,2900,720,1600,1000,1300,1300,880,1300,3600,2900,590,880,1300,1000,1300,1000
caernarfon town,Konferans Ligi Elemeleri,Futbol,Kıta Turnuvası,Kıta Üstü,Uzun Kuyruk,Erkek,Kulüp,Takım Sporu,Avrupa,Yabancı,Yok,TV+ Var,Yıllık,Sürekli Lig,Takım Jenerik,Navigasyonel,Bilgi,Takım,Jenerik,İngilizce,Head,Takım Jenerik,Uzun Kuyruk,LOW,1,,0.3,0.63,hayır,,lig → kıta turnuvası,Geçerli,,320,LOW,1,,0.3,0.63,evet,590,20,10,50,320,110,260,480,390,260,880,480,40,20,110,110,170,320,390,720,30,320,110,210,1000,50,140,70,260,140,170
coleraine,Konferans Ligi Elemeleri,Futbol,Kıta Turnuvası,Kıta Üstü,Uzun Kuyruk,Erkek,Kulüp,Takım Sporu,Avrupa,Yabancı,Yok,TV+ Var,Yıllık,Sürekli Lig,Takım Jenerik,Navigasyonel,Bilgi,Takım,Jenerik,İngilizce,Head,Takım Jenerik,Uzun Kuyruk,LOW,2,0.95,,,hayır,,lig → kıta turnuvası,Geçerli,,480,LOW,2,0.95,,,evet,590,90,260,1000,210,720,720,590,480,320,170,320,110,70,1300,170,1600,320,140,1000,110,110,140,110,140,110,210,140,110,210,480
connah's quay nomads,Konferans Ligi Elemeleri,Futbol,Kıta Turnuvası,Kıta Üstü,Uzun Kuyruk,Erkek,Kulüp,Takım Sporu,Avrupa,Yabancı,Yok,TV+ Var,Yıllık,Sürekli Lig,Takım Jenerik,Navigasyonel,Bilgi,Takım,Jenerik,İngilizce,Body,Takım Jenerik,Uzun Kuyruk,LOW,0,,,,hayır,,lig → kıta turnuvası,Geçerli,,140,LOW,0,,,,evet,320,50,30,40,90,90,260,320,90,140,140,70,40,30,30,90,90,50,110,320,50,110,140,170,390,20,30,70,110,70,70
debreceni vsc,Diğer Avrupa Ligleri,Futbol,Kıta Turnuvası,Kıta Üstü,Uzun Kuyruk,Erkek,Kulüp,Takım Sporu,Avrupa,Yabancı,Yok,TV+ Var,Yıllık,Sürekli Lig,Takım Jenerik,Navigasyonel,Bilgi,Takım,Jenerik,İngilizce,Head,Takım Jenerik,Uzun Kuyruk,LOW,0,,0.51,0.51,hayır,,Ajan taraması: lig düzeltmesi,Geçerli,,1000,LOW,0,,0.51,0.51,evet,1300,90,390,720,590,880,590,1600,5400,320,260,720,170,110,320,720,720,880,320,1000,1300,260,170,480,320,90,170,260,260,590,210
europa,Konferans Ligi Elemeleri,Futbol,Kıta Turnuvası,Kıta Üstü,Uzun Kuyruk,Erkek,Kulüp,Takım Sporu,Avrupa,Yabancı,Yok,TV+ Var,Yıllık,Sürekli Lig,Takım Jenerik,Navigasyonel,Bilgi,Takım,Jenerik,İngilizce,Head,Takım Jenerik,Uzun Kuyruk,LOW,1,0.06,0.01,0.36,hayır,,lig → kıta turnuvası,Geçerli,,8100,LOW,1,0.06,0.01,0.36,evet,8100,8100,12100,12100,8100,6600,6600,6600,6600,8100,8100,6600,6600,6600,6600,6600,6600,5400,6600,6600,6600,9900,6600,8100,8100,8100,8100,6600,6600,8100,8100
f.c. copenhagen,Konferans Ligi Elemeleri,Futbol,Kıta Turnuvası,Kıta Üstü,Uzun Kuyruk,Erkek,Kulüp,Takım Sporu,Avrupa,Yabancı,Yok,TV+ Var,Yıllık,Sürekli Lig,Takım Jenerik,Navigasyonel,Bilgi,Takım,Jenerik,İngilizce,Head,Takım Jenerik,Uzun Kuyruk,LOW,3,,,,hayır,,lig → kıta turnuvası,Geçerli,,390,LOW,3,,,,evet,390,70,320,260,260,260,260,210,480,590,480,1000,480,110,480,260,320,480,90,390,590,480,390,1000,1000,140,590,170,320,720,170
fc alashkert,Konferans Ligi Elemeleri,Futbol,Kıta Turnuvası,Kıta Üstü,Uzun Kuyruk,Erkek,Kulüp,Takım Sporu,Avrupa,Yabancı,Yok,TV+ Var,Yıllık,Sürekli Lig,Takım Jenerik,Navigasyonel,Bilgi,Takım,Jenerik,İngilizce,Head,Takım Jenerik,Uzun Kuyruk,LOW,0,,,,hayır,,lig → kıta turnuvası,Geçerli,,260,LOW,0,,,,evet,1600,50,110,90,50,140,90,70,210,480,210,260,170,70,210,140,110,170,140,170,590,210,210,260,140,50,210,390,260,210,90
fc astana,Konferans Ligi Elemeleri,Futbol,Kıta Turnuvası,Kıta Üstü,Uzun Kuyruk,Erkek,Kulüp,Takım Sporu,Avrupa,Yabancı,Yok,TV+ Var,Yıllık,Sürekli Lig,Takım Jenerik,Navigasyonel,Bilgi,Takım,Jenerik,İngilizce,Head,Takım Jenerik,Uzun Kuyruk,LOW,0,,,,hayır,,lig → kıta turnuvası,Geçerli,,6600,LOW,0,,,,evet,8100,2900,5400,2400,4400,880,1600,880,1000,2900,3600,40500,8100,1900,3600,1600,1300,1300,1600,27100,14800,9900,2900,22200,2900,1300,1300,1000,2400,1300,880
fc atert bissen,Konferans Ligi Elemeleri,Futbol,Kıta Turnuvası,Kıta Üstü,Uzun Kuyruk,Erkek,Kulüp,Takım Sporu,Avrupa,Yabancı,Yok,TV+ Var,Yıllık,Sürekli Lig,Takım Jenerik,Navigasyonel,Bilgi,Takım,Jenerik,İngilizce,Body,Takım Jenerik,Uzun Kuyruk,LOW,0,,,,hayır,,lig → kıta turnuvası,Geçerli,,90,LOW,0,,,,evet,720,70,50,10,30,10,50,10,20,10,10,10,20,10,10,0,10,10,0,10,10,0,10,10,10,10,10,0,10,0,10
fc bate borisov,Konferans Ligi Elemeleri,Futbol,Kıta Turnuvası,Kıta Üstü,Uzun Kuyruk,Erkek,Kulüp,Takım Sporu,Avrupa,Yabancı,Yok,TV+ Var,Yıllık,Sürekli Lig,Takım Jenerik,Navigasyonel,Bilgi,Takım,Jenerik,İngilizce,Body,Takım Jenerik,Uzun Kuyruk,LOW,0,,,,hayır,,lig → kıta turnuvası,Geçerli,,110,LOW,0,,,,evet,170,320,260,90,20,20,10,20,320,70,70,110,140,140,210,70,90,40,30,30,210,170,480,260,210,390,140,90,70,50,30
fc ballkani,Konferans Ligi Elemeleri,Futbol,Kıta Turnuvası,Kıta Üstü,Uzun Kuyruk,Erkek,Kulüp,Takım Sporu,Avrupa,Yabancı,Yok,TV+ Var,Yıllık,Sürekli Lig,Takım Jenerik,Navigasyonel,Bilgi,Takım,Jenerik,İngilizce,Head,Takım Jenerik,Uzun Kuyruk,LOW,0,,,,hayır,,lig → kıta turnuvası,Geçerli,,210,LOW,0,,,,evet,1600,70,40,70,90,40,390,40,20,40,40,390,480,40,70,50,70,170,320,30,90,50,70,390,2900,50,90,50,70,90,390
fc cska 1948 sofia,Konferans Ligi Elemeleri,Futbol,Kıta Turnuvası,Kıta Üstü,Uzun Kuyruk,Erkek,Kulüp,Takım Sporu,Avrupa,Yabancı,Yok,TV+ Var,Yıllık,Sürekli Lig,Takım Jenerik,Navigasyonel,Bilgi,Takım,Jenerik,İngilizce,Body,Takım Jenerik,Uzun Kuyruk,LOW,0,,,,hayır,,lig → kıta turnuvası,Geçerli,,10,LOW,0,,,,evet,10,10,10,0,0,10,10,10,10,10,10,10,10,0,10,0,10,10,10,10,10,20,10,20,30,0,20,10,10,10,10
fc dac 1904 dunajská streda,Konferans Ligi Elemeleri,Futbol,Kıta Turnuvası,Kıta Üstü,Uzun Kuyruk,Erkek,Kulüp,Takım Sporu,Avrupa,Yabancı,Yok,TV+ Var,Yıllık,Sürekli Lig,Takım Jenerik,Navigasyonel,Bilgi,Takım,Jenerik,Türkçe,Long-tail,Takım Jenerik,Uzun Kuyruk,LOW,0,,,,hayır,,lig → kıta turnuvası,Geçerli,,20,LOW,0,,,,evet,40,20,10,10,10,10,10,10,10,20,30,40,90,40,50,10,10,10,20,10,20,10,70,70,70,10,10,10,10,10,20
fc differdange 03,Konferans Ligi Elemeleri,Futbol,Kıta Turnuvası,Kıta Üstü,Uzun Kuyruk,Erkek,Kulüp,Takım Sporu,Avrupa,Yabancı,Yok,TV+ Var,Yıllık,Sürekli Lig,Takım Jenerik,Navigasyonel,Bilgi,Takım,Jenerik,İngilizce,Body,Takım Jenerik,Uzun Kuyruk,LOW,0,,,,hayır,,lig → kıta turnuvası,Geçerli,,210,LOW,0,,,,evet,720,30,140,90,110,110,50,70,140,170,140,1000,1600,90,110,70,70,90,70,50,70,90,110,320,1300,90,70,50,50,50,50
fc dila gori,Konferans Ligi Elemeleri,Futbol,Kıta Turnuvası,Kıta Üstü,Uzun Kuyruk,Erkek,Kulüp,Takım Sporu,Avrupa,Yabancı,Yok,TV+ Var,Yıllık,Sürekli Lig,Takım Jenerik,Navigasyonel,Bilgi,Takım,Jenerik,İngilizce,Body,Takım Jenerik,Uzun Kuyruk,LOW,1,0.19,0.15,0.15,hayır,,lig → kıta turnuvası,Geçerli,,1600,LOW,1,0.19,0.15,0.15,evet,3600,2900,2400,1600,1900,260,110,720,1900,1600,880,720,4400,590,2900,1300,880,210,70,170,480,880,480,880,110,320,1600,590,880,260,90
fc dinamo minsk,Konferans Ligi Elemeleri,Futbol,Kıta Turnuvası,Kıta Üstü,Uzun Kuyruk,Erkek,Kulüp,Takım Sporu,Avrupa,Yabancı,Yok,TV+ Var,Yıllık,Sürekli Lig,Takım Jenerik,Navigasyonel,Bilgi,Takım,Jenerik,İngilizce,Body,Takım Jenerik,Uzun Kuyruk,LOW,0,,,,hayır,,lig → kıta turnuvası,Geçerli,,2400,LOW,0,,,,evet,6600,3600,2900,3600,720,390,1600,1300,2400,1600,1600,1600,9900,4400,2900,1900,1000,720,720,6600,8100,5400,6600,9900,14800,3600,2900,1600,2900,210,590
fc dinamo tbilisi,Konferans Ligi Elemeleri,Futbol,Kıta Turnuvası,Kıta Üstü,Uzun Kuyruk,Erkek,Kulüp,Takım Sporu,Avrupa,Yabancı,Yok,TV+ Var,Yıllık,Sürekli Lig,Takım Jenerik,Navigasyonel,Bilgi,Takım,Jenerik,İngilizce,Body,Takım Jenerik,Uzun Kuyruk,LOW,0,1.85,,,hayır,,lig → kıta turnuvası,Geçerli,,720,LOW,0,1.85,,,evet,1600,880,880,480,590,720,320,480,720,720,590,590,33100,2400,880,720,590,320,210,480,590,390,6600,880,1000,590,720,390,390,590,260
fc drita,Konferans Ligi Elemeleri,Futbol,Kıta Turnuvası,Kıta Üstü,Uzun Kuyruk,Erkek,Kulüp,Takım Sporu,Avrupa,Yabancı,Yok,TV+ Var,Yıllık,Sürekli Lig,Takım Jenerik,Navigasyonel,Bilgi,Takım,Jenerik,İngilizce,Head,Takım Jenerik,Uzun Kuyruk,LOW,0,,,,hayır,,lig → kıta turnuvası,Geçerli,,720,LOW,0,,,,evet,2400,40,210,170,170,1000,210,1300,1000,720,260,1600,2900,90,70,260,90,70,320,70,140,70,170,1600,1600,40,30,50,50,90,320
fc dynamo kyiv,Konferans Ligi Elemeleri,Futbol,Kıta Turnuvası,Kıta Üstü,Uzun Kuyruk,Erkek,Kulüp,Takım Sporu,Avrupa,Yabancı,Yok,TV+ Var,Yıllık,Sürekli Lig,Takım Jenerik,Navigasyonel,Bilgi,Takım,Jenerik,İngilizce,Body,Takım Jenerik,Uzun Kuyruk,LOW,1,,0.18,0.49,hayır,,lig → kıta turnuvası,Geçerli,,4400,LOW,1,,0.18,0.49,evet,5400,1000,2400,2400,1900,1600,1300,2400,2900,9900,3600,14800,4400,1000,2900,1900,1900,2400,33100,8100,6600,3600,4400,14800,5400,720,1900,2900,1600,1000,880
fc flora,Konferans Ligi Elemeleri,Futbol,Kıta Turnuvası,Kıta Üstü,Uzun Kuyruk,Erkek,Kulüp,Takım Sporu,Avrupa,Yabancı,Yok,TV+ Var,Yıllık,Sürekli Lig,Takım Jenerik,Navigasyonel,Bilgi,Takım,Jenerik,İngilizce,Head,Takım Jenerik,Uzun Kuyruk,LOW,0,0.43,,,hayır,,lig → kıta turnuvası,Geçerli,,880,LOW,0,0.43,,,evet,2900,1300,1000,1000,880,210,110,70,390,720,880,480,2400,1300,1900,1000,720,170,170,90,390,720,590,1900,4400,720,1900,590,590,260,170
fc hegelmann,Konferans Ligi Elemeleri,Futbol,Kıta Turnuvası,Kıta Üstü,Uzun Kuyruk,Erkek,Kulüp,Takım Sporu,Avrupa,Yabancı,Yok,TV+ Var,Yıllık,Sürekli Lig,Takım Jenerik,Navigasyonel,Bilgi,Takım,Jenerik,İngilizce,Head,Takım Jenerik,Uzun Kuyruk,LOW,0,1.2,,,hayır,,lig → kıta turnuvası,Geçerli,,170,LOW,0,1.2,,,evet,480,210,140,70,170,50,20,30,50,390,90,480,590,720,320,320,50,40,90,20,70,70,110,140,210,390,170,140,110,70,20
fc hradec králové,Konferans Ligi Elemeleri,Futbol,Kıta Turnuvası,Kıta Üstü,Uzun Kuyruk,Erkek,Kulüp,Takım Sporu,Avrupa,Yabancı,Yok,TV+ Var,Yıllık,Sürekli Lig,Takım Jenerik,Navigasyonel,Bilgi,Takım,Jenerik,Türkçe,Body,Takım Jenerik,Uzun Kuyruk,LOW,0,,,,hayır,,lig → kıta turnuvası,Geçerli,,2400,LOW,0,,,,evet,27100,140,590,170,260,320,320,140,720,320,170,260,390,70,110,210,260,260,260,320,590,320,320,880,320,140,140,140,720,480,260
fc inter turku,Konferans Ligi Elemeleri,Futbol,Kıta Turnuvası,Kıta Üstü,Uzun Kuyruk,Erkek,Kulüp,Takım Sporu,Avrupa,Yabancı,Yok,TV+ Var,Yıllık,Sürekli Lig,Takım Jenerik,Navigasyonel,Bilgi,Takım,Jenerik,İngilizce,Body,Takım Jenerik,Uzun Kuyruk,LOW,0,0.21,0.17,0.97,hayır,,lig → kıta turnuvası,Geçerli,,27100,LOW,0,0.21,0.17,0.97,evet,201000,27100,27100,12100,1600,3600,2900,590,1900,9900,5400,14800,27100,22200,8100,2900,1300,1300,2900,260,320,2900,12100,14800,27100,18100,14800,8100,1000,4400,1300
fc koper,Konferans Ligi Elemeleri,Futbol,Kıta Turnuvası,Kıta Üstü,Uzun Kuyruk,Erkek,Kulüp,Takım Sporu,Avrupa,Yabancı,Yok,TV+ Var,Yıllık,Sürekli Lig,Takım Jenerik,Navigasyonel,Bilgi,Takım,Jenerik,İngilizce,Head,Takım Jenerik,Uzun Kuyruk,LOW,0,,,,hayır,,lig → kıta turnuvası,Geçerli,,880,LOW,0,,,,evet,1300,590,480,1300,590,1300,320,880,590,480,480,1600,4400,260,1000,2900,1000,720,90,140,480,880,390,390,720,90,260,1900,1000,880,480
