keyword,organizasyon,spor_dali,musabaka_tipi,lig_seviyesi,prestij_katmani,cinsiyet,kulup_milli,takim_bireysel,cografya,yerlilik,turk_baglantisi,yayin_hakki,periyodiklik,takvim_tipi,sayfa_tipi,intent_katmani,entity_tipi,marka_tipi,dil,sorgu_uzunlugu,varyant_kodu,kulup,oyuncu_ana_ad,kurum_sorgusu,oyuncu_dogrulama,varyant_denetim,teknik_kadro,katman,search_volume,competition,competition_index,cpc,low_bid,high_bid,veri_var,2026-07,2026-06,2026-05,2026-04,2026-03,2026-02,2026-01,2025-12,2025-11,2025-10,2025-09,2025-08,2025-07,2025-06,2025-05,2025-04,2025-03,2025-02,2025-01,2024-12,2024-11,2024-10,2024-09,2024-08,2024-07,2024-06,2024-05,2024-04,2024-03,2024-02,2024-01,mantik_denetim,faset_notu
marko guduric kimdir,EuroLeague,Basketbol,Lig,1. Seviye,Çekirdek,Erkek,Kulüp,Takım Sporu,Avrupa,Yabancı,Yok,TV+ Var,Yıllık,Sürekli Lig,Oyuncu Bilgi,Bilgi,Oyuncu,Jenerik,Türkçe,Body,Oyuncu Bilgi,olympiakos,,hayır,,,,,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Geçerli,
marko guduric hangi takımda,EuroLeague,Basketbol,Lig,1. Seviye,Çekirdek,Erkek,Kulüp,Takım Sporu,Avrupa,Yabancı,Yok,TV+ Var,Yıllık,Sürekli Lig,Oyuncu Bilgi,Bilgi,Oyuncu,Jenerik,Türkçe,Body,Oyuncu Bilgi,olympiakos,,hayır,,,,,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Geçerli,
marko guduric istatistik,EuroLeague,Basketbol,Lig,1. Seviye,Çekirdek,Erkek,Kulüp,Takım Sporu,Avrupa,Yabancı,Yok,TV+ Var,Yıllık,Sürekli Lig,İstatistik,Bilgi,Oyuncu,Jenerik,Türkçe,Body,İstatistik,olympiakos,,hayır,,,,,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Geçerli,
sinan güler,EuroLeague,Basketbol,Lig,1. Seviye,Çekirdek,Erkek,Kulüp,Takım Sporu,Avrupa,Yabancı,Yok,TV+ Var,Yıllık,Sürekli Lig,Oyuncu Jenerik,Bilgi,Oyuncu,Jenerik,Türkçe,Head,Oyuncu Jenerik,olympiakos,,hayır,,,,,1600,LOW,0,,,,evet,1300,1300,1000,1600,880,1000,1000,1000,880,1000,5400,1300,1000,2400,2400,1300,1300,1900,2400,1600,1600,1300,1300,1300,1300,1600,2400,1600,1900,1900,1900,Geçerli,
sinan güler kimdir,EuroLeague,Basketbol,Lig,1. Seviye,Çekirdek,Erkek,Kulüp,Takım Sporu,Avrupa,Yabancı,Yok,TV+ Var,Yıllık,Sürekli Lig,Oyuncu Bilgi,Bilgi,Oyuncu,Jenerik,Türkçe,Body,Oyuncu Bilgi,olympiakos,,hayır,,,,,20,LOW,0,,,,evet,40,30,20,20,20,10,20,20,10,10,10,10,20,10,10,10,10,10,10,20,20,30,20,10,20,20,40,20,20,30,50,Geçerli,
sinan güler hangi takımda,EuroLeague,Basketbol,Lig,1. Seviye,Çekirdek,Erkek,Kulüp,Takım Sporu,Avrupa,Yabancı,Yok,TV+ Var,Yıllık,Sürekli Lig,Oyuncu Bilgi,Bilgi,Oyuncu,Jenerik,Türkçe,Body,Oyuncu Bilgi,olympiakos,,hayır,,,,,10,,,,,,evet,0,0,0,10,0,0,10,0,0,10,10,0,0,10,10,0,10,10,0,10,0,10,0,0,10,0,0,0,0,10,0,Geçerli,
sinan güler istatistik,EuroLeague,Basketbol,Lig,1. Seviye,Çekirdek,Erkek,Kulüp,Takım Sporu,Avrupa,Yabancı,Yok,TV+ Var,Yıllık,Sürekli Lig,İstatistik,Bilgi,Oyuncu,Jenerik,Türkçe,Body,İstatistik,olympiakos,,hayır,,,,,10,,,,,,evet,0,10,0,10,0,0,0,0,10,0,0,10,0,10,10,10,0,0,0,0,10,0,0,10,0,10,10,0,0,0,0,Geçerli,
combo guard,EuroLeague,Basketbol,Lig,1. Seviye,Çekirdek,Erkek,Kulüp,Takım Sporu,Avrupa,Yabancı,Yok,TV+ Var,Yıllık,Sürekli Lig,Oyuncu Jenerik,Bilgi,Oyuncu,Jenerik,İngilizce,Head,Oyuncu Jenerik,zalgiris,,hayır,,,,,20,LOW,2,,,,evet,20,20,10,20,10,10,10,20,20,30,30,10,20,20,20,10,10,10,10,10,10,20,10,10,10,10,30,10,10,20,10,Geçerli,
combo guard kimdir,EuroLeague,Basketbol,Lig,1. Seviye,Çekirdek,Erkek,Kulüp,Takım Sporu,Avrupa,Yabancı,Yok,TV+ Var,Yıllık,Sürekli Lig,Oyuncu Bilgi,Bilgi,Oyuncu,Jenerik,İngilizce,Body,Oyuncu Bilgi,zalgiris,,hayır,,,,,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Geçerli,
combo guard hangi takımda,EuroLeague,Basketbol,Lig,1. Seviye,Çekirdek,Erkek,Kulüp,Takım Sporu,Avrupa,Yabancı,Yok,TV+ Var,Yıllık,Sürekli Lig,Oyuncu Bilgi,Bilgi,Oyuncu,Jenerik,Türkçe,Body,Oyuncu Bilgi,zalgiris,,hayır,,,,,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Geçerli,
combo guard istatistik,EuroLeague,Basketbol,Lig,1. Seviye,Çekirdek,Erkek,Kulüp,Takım Sporu,Avrupa,Yabancı,Yok,TV+ Var,Yıllık,Sürekli Lig,İstatistik,Bilgi,Oyuncu,Jenerik,İngilizce,Body,İstatistik,zalgiris,,hayır,,,,,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Geçerli,
jonas valanciunas,EuroLeague,Basketbol,Lig,1. Seviye,Çekirdek,Erkek,Kulüp,Takım Sporu,Avrupa,Yabancı,Yok,TV+ Var,Yıllık,Sürekli Lig,Oyuncu Jenerik,Bilgi,Oyuncu,Jenerik,Türkçe,Head,Oyuncu Jenerik,zalgiris,,hayır,,,,,1600,LOW,0,,,,evet,2400,390,1300,880,590,590,590,1300,1600,1000,8100,1900,6600,480,5400,590,1300,880,1000,590,880,480,140,140,390,480,390,880,720,720,1300,Geçerli,
jonas valanciunas kimdir,EuroLeague,Basketbol,Lig,1. Seviye,Çekirdek,Erkek,Kulüp,Takım Sporu,Avrupa,Yabancı,Yok,TV+ Var,Yıllık,Sürekli Lig,Oyuncu Bilgi,Bilgi,Oyuncu,Jenerik,Türkçe,Body,Oyuncu Bilgi,zalgiris,,hayır,,,,,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Geçerli,
jonas valanciunas hangi takımda,EuroLeague,Basketbol,Lig,1. Seviye,Çekirdek,Erkek,Kulüp,Takım Sporu,Avrupa,Yabancı,Yok,TV+ Var,Yıllık,Sürekli Lig,Oyuncu Bilgi,Bilgi,Oyuncu,Jenerik,Türkçe,Body,Oyuncu Bilgi,zalgiris,,hayır,,,,,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Geçerli,
jonas valanciunas istatistik,EuroLeague,Basketbol,Lig,1. Seviye,Çekirdek,Erkek,Kulüp,Takım Sporu,Avrupa,Yabancı,Yok,TV+ Var,Yıllık,Sürekli Lig,İstatistik,Bilgi,Oyuncu,Jenerik,Türkçe,Body,İstatistik,zalgiris,,hayır,,,,,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Geçerli,
stretch four,EuroLeague,Basketbol,Lig,1. Seviye,Çekirdek,Erkek,Kulüp,Takım Sporu,Avrupa,Yabancı,Yok,TV+ Var,Yıllık,Sürekli Lig,Oyuncu Jenerik,Bilgi,Oyuncu,Jenerik,İngilizce,Head,Oyuncu Jenerik,zalgiris,,hayır,,,,,10,LOW,0,,,,evet,10,10,10,70,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Geçerli,
stretch four kimdir,EuroLeague,Basketbol,Lig,1. Seviye,Çekirdek,Erkek,Kulüp,Takım Sporu,Avrupa,Yabancı,Yok,TV+ Var,Yıllık,Sürekli Lig,Oyuncu Bilgi,Bilgi,Oyuncu,Jenerik,İngilizce,Body,Oyuncu Bilgi,zalgiris,,hayır,,,,,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Geçerli,
stretch four hangi takımda,EuroLeague,Basketbol,Lig,1. Seviye,Çekirdek,Erkek,Kulüp,Takım Sporu,Avrupa,Yabancı,Yok,TV+ Var,Yıllık,Sürekli Lig,Oyuncu Bilgi,Bilgi,Oyuncu,Jenerik,Türkçe,Body,Oyuncu Bilgi,zalgiris,,hayır,,,,,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Geçerli,
stretch four istatistik,EuroLeague,Basketbol,Lig,1. Seviye,Çekirdek,Erkek,Kulüp,Takım Sporu,Avrupa,Yabancı,Yok,TV+ Var,Yıllık,Sürekli Lig,İstatistik,Bilgi,Oyuncu,Jenerik,İngilizce,Body,İstatistik,zalgiris,,hayır,,,,,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Geçerli,
arnas butkevicius,EuroLeague,Basketbol,Lig,1. Seviye,Çekirdek,Erkek,Kulüp,Takım Sporu,Avrupa,Yabancı,Yok,TV+ Var,Yıllık,Sürekli Lig,Oyuncu Jenerik,Bilgi,Oyuncu,Jenerik,Türkçe,Head,Oyuncu Jenerik,zalgiris,,hayır,,,,,110,LOW,0,,,,evet,20,20,320,320,170,50,40,40,90,260,20,10,10,10,30,50,20,30,110,50,320,110,10,10,20,20,10,10,30,20,50,Geçerli,
arnas butkevicius kimdir,EuroLeague,Basketbol,Lig,1. Seviye,Çekirdek,Erkek,Kulüp,Takım Sporu,Avrupa,Yabancı,Yok,TV+ Var,Yıllık,Sürekli Lig,Oyuncu Bilgi,Bilgi,Oyuncu,Jenerik,Türkçe,Body,Oyuncu Bilgi,zalgiris,,hayır,,,,,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Geçerli,
arnas butkevicius hangi takımda,EuroLeague,Basketbol,Lig,1. Seviye,Çekirdek,Erkek,Kulüp,Takım Sporu,Avrupa,Yabancı,Yok,TV+ Var,Yıllık,Sürekli Lig,Oyuncu Bilgi,Bilgi,Oyuncu,Jenerik,Türkçe,Body,Oyuncu Bilgi,zalgiris,,hayır,,,,,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Geçerli,
arnas butkevicius istatistik,EuroLeague,Basketbol,Lig,1. Seviye,Çekirdek,Erkek,Kulüp,Takım Sporu,Avrupa,Yabancı,Yok,TV+ Var,Yıllık,Sürekli Lig,İstatistik,Bilgi,Oyuncu,Jenerik,Türkçe,Body,İstatistik,zalgiris,,hayır,,,,,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Geçerli,
vanja marinkovic,EuroLeague,Basketbol,Lig,1. Seviye,Çekirdek,Erkek,Kulüp,Takım Sporu,Avrupa,Yabancı,Yok,TV+ Var,Yıllık,Sürekli Lig,Oyuncu Jenerik,Bilgi,Oyuncu,Jenerik,Türkçe,Head,Oyuncu Jenerik,partizan,,hayır,,,,,320,LOW,0,,,,evet,70,30,40,50,170,260,140,210,210,390,1900,590,70,170,170,110,170,70,70,210,260,480,110,590,260,20,50,110,170,30,70,Geçerli,
vanja marinkovic kimdir,EuroLeague,Basketbol,Lig,1. Seviye,Çekirdek,Erkek,Kulüp,Takım Sporu,Avrupa,Yabancı,Yok,TV+ Var,Yıllık,Sürekli Lig,Oyuncu Bilgi,Bilgi,Oyuncu,Jenerik,Türkçe,Body,Oyuncu Bilgi,partizan,,hayır,,,,,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Geçerli,
vanja marinkovic hangi takımda,EuroLeague,Basketbol,Lig,1. Seviye,Çekirdek,Erkek,Kulüp,Takım Sporu,Avrupa,Yabancı,Yok,TV+ Var,Yıllık,Sürekli Lig,Oyuncu Bilgi,Bilgi,Oyuncu,Jenerik,Türkçe,Body,Oyuncu Bilgi,partizan,,hayır,,,,,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Geçerli,
vanja marinkovic istatistik,EuroLeague,Basketbol,Lig,1. Seviye,Çekirdek,Erkek,Kulüp,Takım Sporu,Avrupa,Yabancı,Yok,TV+ Var,Yıllık,Sürekli Lig,İstatistik,Bilgi,Oyuncu,Jenerik,Türkçe,Body,İstatistik,partizan,,hayır,,,,,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Geçerli,
birleşik krallık,EuroLeague,Basketbol,Lig,1. Seviye,Çekirdek,Erkek,Kulüp,Takım Sporu,Avrupa,Yabancı,Yok,TV+ Var,Yıllık,Sürekli Lig,Oyuncu Jenerik,Bilgi,Oyuncu,Jenerik,Türkçe,Head,Oyuncu Jenerik,paris basketball,,hayır,,,,,40500,LOW,0,0.17,0.04,0.93,evet,49500,33100,33100,40500,40500,33100,40500,33100,60500,49500,40500,33100,33100,40500,33100,33100,40500,33100,40500,40500,40500,40500,40500,40500,135000,40500,40500,49500,40500,33100,40500,"Jenerik kelime, oyuncu değil (Ülke adı)",
birleşik krallık kimdir,EuroLeague,Basketbol,Lig,1. Seviye,Çekirdek,Erkek,Kulüp,Takım Sporu,Avrupa,Yabancı,Yok,TV+ Var,Yıllık,Sürekli Lig,Oyuncu Bilgi,Bilgi,Oyuncu,Jenerik,Türkçe,Body,Oyuncu Bilgi,paris basketball,,hayır,,,,,20,LOW,0,,,,evet,20,20,10,20,40,20,20,10,20,30,20,10,20,50,30,30,30,10,30,20,30,20,30,30,40,40,40,40,40,20,50,Geçerli,
birleşik krallık hangi takımda,EuroLeague,Basketbol,Lig,1. Seviye,Çekirdek,Erkek,Kulüp,Takım Sporu,Avrupa,Yabancı,Yok,TV+ Var,Yıllık,Sürekli Lig,Oyuncu Bilgi,Bilgi,Oyuncu,Jenerik,Türkçe,Body,Oyuncu Bilgi,paris basketball,,hayır,,,,,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Geçerli,
birleşik krallık istatistik,EuroLeague,Basketbol,Lig,1. Seviye,Çekirdek,Erkek,Kulüp,Takım Sporu,Avrupa,Yabancı,Yok,TV+ Var,Yıllık,Sürekli Lig,İstatistik,Bilgi,Oyuncu,Jenerik,Türkçe,Body,İstatistik,paris basketball,,hayır,,,,,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Geçerli,
cb estudiantes,EuroLeague,Basketbol,Lig,1. Seviye,Çekirdek,Erkek,Kulüp,Takım Sporu,Avrupa,Yabancı,Yok,TV+ Var,Yıllık,Sürekli Lig,Oyuncu Jenerik,Bilgi,Oyuncu,Jenerik,İngilizce,Head,Oyuncu Jenerik,paris basketball,,hayır,,,,,90,LOW,0,,,,evet,10,170,110,140,110,110,70,110,50,90,40,10,10,110,170,110,140,50,110,170,90,170,90,20,70,320,320,170,170,110,70,Geçerli,
cb estudiantes kimdir,EuroLeague,Basketbol,Lig,1. Seviye,Çekirdek,Erkek,Kulüp,Takım Sporu,Avrupa,Yabancı,Yok,TV+ Var,Yıllık,Sürekli Lig,Oyuncu Bilgi,Bilgi,Oyuncu,Jenerik,İngilizce,Body,Oyuncu Bilgi,paris basketball,,hayır,,,,,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Geçerli,
cb estudiantes hangi takımda,EuroLeague,Basketbol,Lig,1. Seviye,Çekirdek,Erkek,Kulüp,Takım Sporu,Avrupa,Yabancı,Yok,TV+ Var,Yıllık,Sürekli Lig,Oyuncu Bilgi,Bilgi,Oyuncu,Jenerik,Türkçe,Body,Oyuncu Bilgi,paris basketball,,hayır,,,,,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Geçerli,
cb estudiantes istatistik,EuroLeague,Basketbol,Lig,1. Seviye,Çekirdek,Erkek,Kulüp,Takım Sporu,Avrupa,Yabancı,Yok,TV+ Var,Yıllık,Sürekli Lig,İstatistik,Bilgi,Oyuncu,Jenerik,İngilizce,Body,İstatistik,paris basketball,,hayır,,,,,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Geçerli,
tomas satoransky,EuroLeague,Basketbol,Lig,1. Seviye,Çekirdek,Erkek,Kulüp,Takım Sporu,Avrupa,Yabancı,Yok,TV+ Var,Yıllık,Sürekli Lig,Oyuncu Jenerik,Bilgi,Oyuncu,Jenerik,Türkçe,Head,Oyuncu Jenerik,hapoel tel aviv,,hayır,,,,,170,LOW,0,,,,evet,90,140,90,110,140,210,170,260,260,320,110,50,50,110,390,390,170,110,170,170,260,260,30,30,30,50,210,170,260,70,260,Geçerli,
tomas satoransky kimdir,EuroLeague,Basketbol,Lig,1. Seviye,Çekirdek,Erkek,Kulüp,Takım Sporu,Avrupa,Yabancı,Yok,TV+ Var,Yıllık,Sürekli Lig,Oyuncu Bilgi,Bilgi,Oyuncu,Jenerik,Türkçe,Body,Oyuncu Bilgi,hapoel tel aviv,,hayır,,,,,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Geçerli,
tomas satoransky hangi takımda,EuroLeague,Basketbol,Lig,1. Seviye,Çekirdek,Erkek,Kulüp,Takım Sporu,Avrupa,Yabancı,Yok,TV+ Var,Yıllık,Sürekli Lig,Oyuncu Bilgi,Bilgi,Oyuncu,Jenerik,Türkçe,Body,Oyuncu Bilgi,hapoel tel aviv,,hayır,,,,,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Geçerli,
tomas satoransky istatistik,EuroLeague,Basketbol,Lig,1. Seviye,Çekirdek,Erkek,Kulüp,Takım Sporu,Avrupa,Yabancı,Yok,TV+ Var,Yıllık,Sürekli Lig,İstatistik,Bilgi,Oyuncu,Jenerik,Türkçe,Body,İstatistik,hapoel tel aviv,,hayır,,,,,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Geçerli,
vasilije micic,EuroLeague,Basketbol,Lig,1. Seviye,Çekirdek,Erkek,Kulüp,Takım Sporu,Avrupa,Yabancı,Yok,TV+ Var,Yıllık,Sürekli Lig,Oyuncu Jenerik,Bilgi,Oyuncu,Jenerik,Türkçe,Head,Oyuncu Jenerik,hapoel tel aviv,,hayır,,,,,1900,LOW,0,,,,evet,260,390,880,1000,1000,1900,1900,1300,2400,2900,6600,2400,22200,22200,12100,1600,1600,3600,2400,2400,1900,1000,480,2400,1600,2400,1300,2400,6600,9900,2900,Geçerli,
vasilije micic kimdir,EuroLeague,Basketbol,Lig,1. Seviye,Çekirdek,Erkek,Kulüp,Takım Sporu,Avrupa,Yabancı,Yok,TV+ Var,Yıllık,Sürekli Lig,Oyuncu Bilgi,Bilgi,Oyuncu,Jenerik,Türkçe,Body,Oyuncu Bilgi,hapoel tel aviv,,hayır,,,,,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Geçerli,
vasilije micic hangi takımda,EuroLeague,Basketbol,Lig,1. Seviye,Çekirdek,Erkek,Kulüp,Takım Sporu,Avrupa,Yabancı,Yok,TV+ Var,Yıllık,Sürekli Lig,Oyuncu Bilgi,Bilgi,Oyuncu,Jenerik,Türkçe,Body,Oyuncu Bilgi,hapoel tel aviv,,hayır,,,,,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Geçerli,
vasilije micic istatistik,EuroLeague,Basketbol,Lig,1. Seviye,Çekirdek,Erkek,Kulüp,Takım Sporu,Avrupa,Yabancı,Yok,TV+ Var,Yıllık,Sürekli Lig,İstatistik,Bilgi,Oyuncu,Jenerik,Türkçe,Body,İstatistik,hapoel tel aviv,,hayır,,,,,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Geçerli,
bojan dubljevic,EuroLeague,Basketbol,Lig,1. Seviye,Çekirdek,Erkek,Kulüp,Takım Sporu,Avrupa,Yabancı,Yok,TV+ Var,Yıllık,Sürekli Lig,Oyuncu Jenerik,Bilgi,Oyuncu,Jenerik,Türkçe,Head,Oyuncu Jenerik,valencia basket,,hayır,,,,,40,LOW,0,,,,evet,20,40,40,20,20,20,30,50,30,70,30,140,20,30,70,40,50,170,170,40,40,90,20,10,40,50,50,90,70,30,90,Geçerli,
bojan dubljevic kimdir,EuroLeague,Basketbol,Lig,1. Seviye,Çekirdek,Erkek,Kulüp,Takım Sporu,Avrupa,Yabancı,Yok,TV+ Var,Yıllık,Sürekli Lig,Oyuncu Bilgi,Bilgi,Oyuncu,Jenerik,Türkçe,Body,Oyuncu Bilgi,valencia basket,,hayır,,,,,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Geçerli,
bojan dubljevic hangi takımda,EuroLeague,Basketbol,Lig,1. Seviye,Çekirdek,Erkek,Kulüp,Takım Sporu,Avrupa,Yabancı,Yok,TV+ Var,Yıllık,Sürekli Lig,Oyuncu Bilgi,Bilgi,Oyuncu,Jenerik,Türkçe,Body,Oyuncu Bilgi,valencia basket,,hayır,,,,,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Geçerli,
bojan dubljevic istatistik,EuroLeague,Basketbol,Lig,1. Seviye,Çekirdek,Erkek,Kulüp,Takım Sporu,Avrupa,Yabancı,Yok,TV+ Var,Yıllık,Sürekli Lig,İstatistik,Bilgi,Oyuncu,Jenerik,Türkçe,Body,İstatistik,valencia basket,,hayır,,,,,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Geçerli,
filip petrusev,EuroLeague,Basketbol,Lig,1. Seviye,Çekirdek,Erkek,Kulüp,Takım Sporu,Avrupa,Yabancı,Yok,TV+ Var,Yıllık,Sürekli Lig,Oyuncu Jenerik,Bilgi,Oyuncu,Jenerik,Türkçe,Head,Oyuncu Jenerik,dubai basketball,,hayır,,,,,880,LOW,0,,,,evet,590,70,110,110,390,480,590,390,590,1600,3600,1600,6600,260,320,880,260,260,720,480,720,590,590,1000,480,90,2900,320,170,210,390,Geçerli,
filip petrusev kimdir,EuroLeague,Basketbol,Lig,1. Seviye,Çekirdek,Erkek,Kulüp,Takım Sporu,Avrupa,Yabancı,Yok,TV+ Var,Yıllık,Sürekli Lig,Oyuncu Bilgi,Bilgi,Oyuncu,Jenerik,Türkçe,Body,Oyuncu Bilgi,dubai basketball,,hayır,,,,,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Geçerli,
filip petrusev hangi takımda,EuroLeague,Basketbol,Lig,1. Seviye,Çekirdek,Erkek,Kulüp,Takım Sporu,Avrupa,Yabancı,Yok,TV+ Var,Yıllık,Sürekli Lig,Oyuncu Bilgi,Bilgi,Oyuncu,Jenerik,Türkçe,Body,Oyuncu Bilgi,dubai basketball,,hayır,,,,,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Geçerli,
filip petrusev istatistik,EuroLeague,Basketbol,Lig,1. Seviye,Çekirdek,Erkek,Kulüp,Takım Sporu,Avrupa,Yabancı,Yok,TV+ Var,Yıllık,Sürekli Lig,İstatistik,Bilgi,Oyuncu,Jenerik,Türkçe,Body,İstatistik,dubai basketball,,hayır,,,,,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Geçerli,
birleşik arap emirlikleri,EuroLeague,Basketbol,Lig,1. Seviye,Çekirdek,Erkek,Kulüp,Takım Sporu,Avrupa,Yabancı,Yok,TV+ Var,Yıllık,Sürekli Lig,Oyuncu Jenerik,Bilgi,Oyuncu,Jenerik,Türkçe,Body,Oyuncu Jenerik,dubai basketball,,hayır,,,,,33100,LOW,1,0.48,0.09,1.24,evet,14800,14800,22200,22200,60500,40500,90500,27100,33100,27100,18100,27100,22200,33100,40500,22200,22200,27100,27100,33100,22200,27100,18100,18100,18100,18100,22200,27100,22200,22200,33100,"Jenerik kelime, oyuncu değil (Ülke adı)",
birleşik arap emirlikleri kimdir,EuroLeague,Basketbol,Lig,1. Seviye,Çekirdek,Erkek,Kulüp,Takım Sporu,Avrupa,Yabancı,Yok,TV+ Var,Yıllık,Sürekli Lig,Oyuncu Bilgi,Bilgi,Oyuncu,Jenerik,Türkçe,Body,Oyuncu Bilgi,dubai basketball,,hayır,,,,,20,LOW,0,,,,evet,10,10,10,10,50,20,20,10,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Geçerli,
birleşik arap emirlikleri hangi takımda,EuroLeague,Basketbol,Lig,1. Seviye,Çekirdek,Erkek,Kulüp,Takım Sporu,Avrupa,Yabancı,Yok,TV+ Var,Yıllık,Sürekli Lig,Oyuncu Bilgi,Bilgi,Oyuncu,Jenerik,Türkçe,Long-tail,Oyuncu Bilgi,dubai basketball,,hayır,,,,,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Geçerli,
birleşik arap emirlikleri istatistik,EuroLeague,Basketbol,Lig,1. Seviye,Çekirdek,Erkek,Kulüp,Takım Sporu,Avrupa,Yabancı,Yok,TV+ Var,Yıllık,Sürekli Lig,İstatistik,Bilgi,Oyuncu,Jenerik,Türkçe,Body,İstatistik,dubai basketball,,hayır,,,,,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Geçerli,
nikola jokic,EuroLeague,Basketbol,Lig,1. Seviye,Çekirdek,Erkek,Kulüp,Takım Sporu,Avrupa,Yabancı,Yok,TV+ Var,Yıllık,Sürekli Lig,Oyuncu Jenerik,Bilgi,Oyuncu,Jenerik,Türkçe,Head,Oyuncu Jenerik,dubai basketball,,hayır,,,,,12100,LOW,0,,,,evet,2400,2400,5400,12100,9900,8100,6600,18100,18100,4400,49500,8100,2900,2900,12100,12100,14800,14800,12100,5400,6600,2900,1600,9900,4400,2900,8100,6600,6600,5400,9900,Geçerli,
nikola jokic kimdir,EuroLeague,Basketbol,Lig,1. Seviye,Çekirdek,Erkek,Kulüp,Takım Sporu,Avrupa,Yabancı,Yok,TV+ Var,Yıllık,Sürekli Lig,Oyuncu Bilgi,Bilgi,Oyuncu,Jenerik,Türkçe,Body,Oyuncu Bilgi,dubai basketball,,hayır,,,,,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Geçerli,
nikola jokic hangi takımda,EuroLeague,Basketbol,Lig,1. Seviye,Çekirdek,Erkek,Kulüp,Takım Sporu,Avrupa,Yabancı,Yok,TV+ Var,Yıllık,Sürekli Lig,Oyuncu Bilgi,Bilgi,Oyuncu,Jenerik,Türkçe,Body,Oyuncu Bilgi,dubai basketball,,hayır,,,,,10,LOW,0,,,,evet,10,10,10,10,10,10,10,10,10,0,50,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Geçerli,
nikola jokic istatistik,EuroLeague,Basketbol,Lig,1. Seviye,Çekirdek,Erkek,Kulüp,Takım Sporu,Avrupa,Yabancı,Yok,TV+ Var,Yıllık,Sürekli Lig,İstatistik,Bilgi,Oyuncu,Jenerik,Türkçe,Body,İstatistik,dubai basketball,,hayır,,,,,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Geçerli,
